,index,Price,Beds,Baths,Address,Postal_Code,City,Latitude,Longitude,Cluster
1219,1622,1899000,4,4,392 Smith Ave,L7R 1J2,Burlington,43.375,-79.8434,3
1220,1624,828000,3,2,2367 Lakeshore Dr,L0K 1B0,Lake Simcoe ,44.6233,-79.1235,1
1221,1625,849900,3,4,23 Davis St,N1E 0G1,Guelph,43.5677,-80.2418,3
1222,1627,1899000,5,4,15 Berczy Creek Way,L6C 1A3,Markham,43.9045,-79.3392,1
1223,1628,519000,3,2,114 Queen St,K7K 2Y5,Kingston,44.2569,-76.4717,1
1224,1632,999000,3,3,201 King St,P3C 2V9,Greater Sudbury ,46.5133,-81.0225,3
1225,1633,1299000,6,4,1557 Dellbrook Ave,L1X 2K5,Pickering,43.8558,-79.0972,0
1226,1634,769000,3,3,17 Reevesmere Lane,L1Z 0H6,Ajax,43.8773,-79.0055,3
1227,1635,1199900,5,4,23 Bertha Ave,M1L 3H1,Scarborough,43.7122,-79.2843,0
1228,1636,899900,9,4,100 Cromwell Ave,L1J 0A1,Oshawa,43.8852,-78.8771,0
1229,1638,988000,5,4,17 Cindy Nicholas Dr,M1E 4P6,Scarborough,43.7678,-79.1866,0
1230,1640,1188800,4,3,182 Oakmeadow Blvd,M1E 4N1,Scarborough,43.7678,-79.1866,2
1231,1641,799000,4,2,3 Way St,L1M 1B0,Whitby,43.9566,-78.9779,2
1232,1642,5998800,6,7,157 Beechwood Ave,M2L 1L3,North York ,43.7547,-79.3764,0
1233,1643,6280000,5,5,15 Castle Frank Cres,M4W 1J4,Toronto,43.6827,-79.373,0
1234,1644,1345000,2,2,723 Dovercourt Rd,M6H 3L8,Toronto,43.6655,-79.4378,2
1235,1645,2698000,6,4,5 Alamosa Dr,M2J 2P9,North York ,43.7801,-79.3479,1
1236,1646,410000,1,2,318 Spruce St 1001,N2J 4V2,Waterloo,43.504,-80.5366,2
1237,1647,334900,2,1,1465 Baseline Rd 716,K2C 3G1,Ottawa,45.3679,-75.7381,1
1238,1648,959900,3,2,1 Palace Pier Crt 2210,M6S 5B5,Toronto,43.6512,-79.4828,2
1239,1649,1500000,4,5,3375 Thomas St 1 & 2,N5P 1Z1,St. Thomas ,42.7779,-81.1769,0
1240,1650,559900,3,2,625 The West Mall 1503,M9C 3S6,Etobicoke,43.6437,-79.5767,3
1241,1651,288800,2,1,4673 Jane St 713,M3N 2S6,North York ,43.7568,-79.521,1
1242,1652,749000,2,2,88 Palace Pier Crt #905,M6S 5B5,Toronto,43.6512,-79.4828,2
1243,1653,525500,2,1,15 Michael Power Pl 604,M9A 5G1,Etobicoke,43.6662,-79.5282,3
1244,1655,648000,2,2,10971 Bayview Ave 731,L4C 3L3,Richmond Hill ,43.8669,-79.4414,2
1245,1656,499800,2,1,18 Lee Centre Dr 1805,M1H 1H9,Scarborough,43.7686,-79.2389,2
1246,1657,749888,2,2,10 Guildwood Pkwy 718,M1E 1N9,Scarborough,43.7678,-79.1866,2
1247,1658,388000,3,2,100 Mornelle Crt 1059,M1C 0C7,Scarborough,43.7878,-79.1564,2
1248,1660,2248000,3,3,20 Blue Jays Way 2301,M5V 1J4,Toronto,43.6404,-79.3995,2
1249,1663,836000,2,2,30 Roehampton Ave 3005,M4P 2C9,Toronto,43.7135,-79.3887,2
1250,1664,799000,2,2,39 Brant St 202,M5V 3N1,Toronto,43.6404,-79.3995,2
1251,1665,489000,1,1,60 Byng Ave 1506,M2N 7H4,Willowdale,43.7673,-79.4111,2
1252,1666,799900,2,1,17 Bathurst St 4110,K2K 3A7,Kanata,45.3704,-75.9198,1
1253,1667,639000,1,1,75 Queens Wharf Rd 310,M5V 2V6,Toronto,43.6404,-79.3995,2
1254,1670,1269000,3,3,360 Bloor St 1010,L5A 3R8,Mississauga,43.5883,-79.6091,1
1255,1673,649900,5,2,30 Dudhope Ave,N1R 2V5,Cambridge,43.3666,-80.2239,3
1256,1674,449900,2,2,248 Dufferin Ave,N3T 5B1,Brant,43.131,-80.3254,3
1257,1675,599900,3,2,99 East 44th St,L8T 1P9,Hamilton,43.2199,-79.8286,1
1258,1678,799000,3,2,19 Macteith Crt Crt,N1R 8M5,Cambridge,43.3666,-80.2239,3
1259,1681,659000,3,3,19 Durham St,K7L 1G2,Kingston,44.2955,-76.428,1
1260,1682,1099000,4,4,30 Dewridge Crt,L6R 0C1,Brampton,43.7592,-79.7605,3
1261,1684,1800000,3,3,106 King St,M5V 1M7,Toronto,43.6404,-79.3995,2
1262,1685,1199000,7,3,7272 Harwick Dr,L4T 1V9,Mississauga,43.7139,-79.6434,1
1263,1686,1455999,6,3,3090 Churchill Ave,L4T 4J3,Mississauga,43.7139,-79.6434,1
1264,1687,1248000,4,2,64 Durie St,M6S,Toronto,43.6512,-79.4828,2
1265,1689,999990,7,3,6906 Darcel Ave,L4T 4M1,Mississauga,43.7139,-79.6434,1
1266,1690,1599000,4,4,8 Malborough Rd,L6B 0S1,Markham,43.9007,-79.2175,1
1267,1694,4950000,6,8,134 Hillsview Dr,L4C 0A6,Richmond Hill ,43.8669,-79.4414,0
1268,1696,829900,2,2,25 Pollock Ave,N1R 1W5,Cambridge,43.3666,-80.2239,3
1269,1697,899900,3,4,68 Blanchard Cres,N6G 3M2,London,43.0147,-81.3049,1
1270,1699,3600000,9,4,41 Wineva Ave,M4E 1G3,Toronto,43.6784,-79.2941,0
1271,1700,1299000,6,5,852 Coldstream Dr,L1K 2P6,Oshawa,43.9251,-78.8287,0
1272,1701,699000,4,2,1170 Nelson St,L1H,Oshawa,43.9721,-78.8837,1
1273,1702,999000,5,4,268 Ashdale Ave,M4L 1Z6,Toronto,43.6693,-79.3155,0
1274,1703,1398000,3,2,18 Mallon Ave,M4M 3C9,Toronto,43.6561,-79.3406,2
1275,1705,1588800,4,3,148 Major St,M5S 1G6,Toronto,43.6629,-79.3987,2
1276,1706,1280000,4,2,5 Nordic Pl,M3A 1E9,North York ,43.7545,-79.33,1
1277,1707,4000000,10,6,103 Chatsworth Dr,M4R 1S7,Toronto,43.7143,-79.4065,0
1278,1708,1098000,4,4,9 Dora Ave,M6R 2B2,Toronto,43.6469,-79.4521,0
1279,1709,598000,2,2,1 Rowntree Rd 1415,M9V 5C7,Etobicoke,43.7432,-79.5876,3
1280,1710,899900,2,1,20 Gothic Ave 407,M6P,Toronto,43.6605,-79.4633,2
1281,1711,599000,2,1,2065 Appleby Line 309,L7L 7H7,Burlington,43.3799,-79.7668,3
1282,1712,999900,3,2,3980 Confederation Park 6000,K1V 6J3,Ottawa,45.3281,-75.6719,1
1283,1713,549000,1,1,339 Rathburn Rd 1202,M9B 2R5,Etobicoke,43.6505,-79.5517,3
1284,1714,789990,2,2,1400 Dixie Rd 416,L5E 1V4,Mississauga,43.5836,-79.561,1
1285,1715,569000,2,2,6 Humberline Dr 201,M9W 7H3,Etobicoke,43.7144,-79.5909,3
1286,1716,749900,3,2,40 Baif Blvd 1010,L4C 5E2,Richmond Hill ,43.8669,-79.4414,2
1287,1717,699999,3,2,23 Cox Blvd 955,L3R 0M3,Markham,43.8479,-79.3288,1
1288,1718,549000,1,1,2787 Eglinton Ave 401,M9R 3V7,Etobicoke,43.6898,-79.5582,3
1289,1719,749999,3,2,1255 Bayly St 2406,L1V 2B8,Pickering,43.8605,-79.1618,2
1290,1720,599900,2,1,40 Homewood Ave 917,M4X 1K2,Toronto,43.6684,-79.3689,2
1291,1721,499000,2,2,298 Jarvis St 1202,M5B 1M1,Toronto,43.6572,-79.3783,2
1292,1722,1528000,2,2,151 Avenue Rd 901,K7M 3E1,Kingston,44.2411,-76.5788,1
1293,1723,2395000,2,2,175 Cumberland St 1701,M5R 3V5,Toronto,43.6736,-79.4035,2
1294,1724,650000,2,1,20 Blue Jays Way 1120,M5V 1J4,Toronto,43.6404,-79.3995,2
1295,1725,669000,1,1,100 Harbour St 2807,M5J 0B5,Toronto,43.623,-79.3936,2
1296,1726,579000,1,1,35 Bales Ave 1107,M2N 7L6,Willowdale,43.7673,-79.4111,2
1297,1727,629000,2,1,231 Fort York Blvd 818,M5V 1A9,Toronto,43.6404,-79.3995,2
1298,1728,2295000,5,4,50 Chartwell Rd,M8Z 1N7,Etobicoke,43.6256,-79.5231,3
1299,1729,1399000,3,2,227 Windermere Ave,M6S,Toronto,43.6512,-79.4828,2
1300,1730,1798880,4,5,43 Baleberry Cres,M9P 2C3,Etobicoke,43.6949,-79.5323,3
1301,1733,1288000,4,2,66 Beacham Cres,M1T 1M6,Scarborough,43.7812,-79.3036,2
1302,1734,1149000,5,2,26 Linville Rd,M1G 2L6,Scarborough,43.7712,-79.2144,2
1303,1735,519000,2,1,7711 Green Vista Gate 505,L2G 0C7,Niagara Falls ,43.0696,-79.0818,1
1304,1736,1225000,3,3,3 Concorde Pl 2603,M3C 1J3,Don Mills ,43.7334,-79.3329,3
1305,1737,638900,2,1,21 Thelma Ave 307,N7M 1G8,Chatham,42.4238,-82.1183,3
1306,1739,1350000,5,2,982 King Rd,L7T 3Z7,Burlington,43.3081,-79.8507,3
1307,1740,588000,2,2,27 Deneb St,L4N 9C2,Barrie,44.3572,-79.6929,3
1308,1743,998000,3,3,20 Vanity Cres,L4C 7A1,Richmond Hill ,43.8669,-79.4414,2
1309,1744,999800,7,2,59 Holford Cres,M1R 2L2,Scarborough,43.7507,-79.3003,0
1310,1745,2395000,6,4,260 Concord Ave,M6H 1L4,Toronto,43.6655,-79.4378,0
1311,1746,799900,3,2,3880 Duke Of York Blvd 2207,L5B 2T4,Mississauga,43.5771,-79.6306,1
1312,1747,625000,2,3,1720 Eglinton Ave 116,M9R 3V7,Etobicoke,43.6898,-79.5582,3
1313,1748,999900,4,2,122 Anderson Ave,L6E 0H0,Markham,43.9002,-79.2676,1
1314,1751,349900,4,1,1690 Marentette Ave,N8X 3Y8,Windsor,42.2926,-83.0186,2
1315,1753,2488000,5,3,187 Humbervale Blvd,M8Y 2M2,Etobicoke,43.6325,-79.4939,3
1316,1754,999000,4,4,21 Eastview Gate 17,L6P 2G7,Brampton,43.7942,-79.7021,3
1317,1760,1100000,4,4,48 Carpendale Cres,L1Z 0H6,Ajax,43.8773,-79.0055,3
1318,1761,1690000,6,4,29 Hobart Dr,M2J 3H9,North York ,43.7801,-79.3479,1
1319,1762,449000,1,1,55 Yarmouth St 205,N1H 7R4,Guelph,43.5588,-80.3004,1
1320,1763,599797,3,2,40 Panorama Crt 101,M9V 3A8,Etobicoke,43.7432,-79.5876,3
1321,1764,729900,2,2,3888 Duke Of York Blvd 1026,L5B 2T4,Mississauga,43.5771,-79.6306,1
1322,1765,847000,2,3,3160 Boxford Cres 3,L5M 7M4,Mississauga,43.5637,-79.7202,1
1323,1766,435000,2,1,340 Dixon Rd 716,M9R,Etobicoke,43.6898,-79.5582,3
1324,1767,849900,3,2,10 Mendelssohn St 409,M1L 0G9,Scarborough,43.7122,-79.2843,2
1325,1768,1088888,3,2,135 East Liberty St,M6K 3P8,Toronto,43.6383,-79.4301,2
1326,1769,868000,3,2,500 Doris Ave 429,M2N 7A2,Willowdale,43.7673,-79.4111,2
1327,1770,950000,3,3,47 Padua Cres,L8E 0J7,Hamilton,43.2245,-79.6988,1
1328,1771,799000,3,3,62 East St,N5R 3P1,St. Thomas ,42.7597,-81.1762,2
1329,1772,599900,5,1,228 East 22nd St,L8V 1T9,Hamilton,43.2266,-79.8499,1
1330,1773,1161000,4,3,62 Toba Cres,L6V 3V6,Brampton,43.7059,-79.7626,3
1331,1774,799900,2,2,76 Greendale Ave,M6N,York,43.6748,-79.4839,2
1332,1775,1299999,6,4,2 Fairbank Crt,L6X 4K9,Brampton,43.6665,-79.8054,3
1333,1776,749900,2,2,25 Steelhead Lane,L1B 1E2,Bowmanville,43.9235,-78.5457,3
1334,1780,1349000,3,2,380 Macpherson Ave 102,M5R 1V7,Toronto,43.6736,-79.4035,2
1335,1781,1990000,6,4,49 Kiwi Cres,L4S 0B6,Richmond Hill ,43.8985,-79.4143,0
1336,1782,1379000,4,4,24 Legacy Lane,L6X 4T7,Brampton,43.6665,-79.8054,3
1337,1785,800000,4,4,326 Chandler Cres,K9K 2J6,Peterborough,44.3138,-78.3606,0
1338,1786,899000,5,4,23 Mccormack St,M6N,York,43.6748,-79.4839,0
1339,1787,1699900,4,4,2234 Falling Green Dr,L6M 0G5,Oakville,43.4464,-79.7593,1
1340,1789,3995000,2,4,37 Alvin Ave,M4T 3A4,Toronto,43.6899,-79.3853,2
1341,1790,450000,2,1,72 Main St 217,M4E 2V6,Toronto,43.6784,-79.2941,2
1342,1791,439000,3,2,345 Driftwood Ave 512,M3N 2K7,North York ,43.7568,-79.521,1
1343,1792,1798000,4,4,4135 Shipp Dr 41,L4Z 1S1,Mississauga,43.6192,-79.6538,1
1344,1793,599999,2,2,144 Kingston Rd,M4L 1P3,Toronto,43.6693,-79.3155,2
1345,1794,449900,5,2,654 Elm St,N5R 4Y8,St. Thomas ,42.7597,-81.1762,2
1346,1795,599000,4,3,98 Queenston St,L2R 4A7,St. Catharines ,43.1419,-79.2966,2
1347,1796,2499999,4,3,484 Westmount Dr,N6K 4X9,London,42.9536,-81.3418,1
1348,1797,1188900,4,4,859 Fallis Line,M5J 2G2,Toronto,43.623,-79.3936,0
1349,1799,659888,3,2,87 Edenrock Dr,L8E 5H1,Hamilton,43.2245,-79.6988,1
1350,1800,999000,3,2,2201 Silverbirch Crt,L7M 3X6,Burlington,43.4342,-79.8701,3
1351,1801,2288000,3,2,406 Christina Dr,L6K 2S3,Oakville,43.4396,-79.6878,1
1352,1802,2900000,7,6,79 Latania Blvd,L6P 1E7,Brampton,43.7942,-79.7021,3
1353,1803,1490000,4,2,320 Ashbury Rd,L6K 3S4,Oakville,43.4396,-79.6878,1
1354,1805,1589000,6,5,9 Goldeneye Dr,L3Y 7C1,Newmarket,44.0565,-79.4555,1
1355,1807,889999,4,3,37 Davidson St,L1P 1W7,Whitby,43.8866,-78.975,2
1356,1808,1399000,3,4,375 Jones Ave,M4J 3G8,Toronto,43.6872,-79.3368,2
1357,1809,1399000,5,4,11 Lysander Crt,M1V 1P6,Scarborough,43.8177,-79.2819,0
1358,1810,549000,2,1,7 Michael Power Pl 704,M9A 5G1,Etobicoke,43.6662,-79.5282,3
1359,1811,999800,2,2,70 Annie Craig Dr 5206,M8V 1A2,Toronto,43.6075,-79.5013,2
1360,1817,750000,3,3,11 Falaise Rd A,K2E 6N6,Nepean,45.3438,-75.7157,1
1361,1818,799900,2,2,1055 Bay St 1002,M5S 3A5,Toronto,43.6629,-79.3987,2
1362,1819,1269000,3,2,50 Charles St 3607,K1M 2B2,Ottawa,45.4491,-75.6818,1
1363,1824,699900,3,2,29 Patricia Dr,M4C 1K4,East York ,43.6913,-79.3116,3
1364,1825,1699900,4,4,25 Openbay Gdns,L6R 0W1,Brampton,43.7592,-79.7605,3
1365,1828,1449000,4,4,29 Bellefond St,L4H 3Z3,Woodbridge,43.8432,-79.5644,2
1366,1830,3680000,7,6,131 Grey Alder Ave,L4C 7A7,Richmond Hill ,43.8669,-79.4414,0
1367,1832,999000,4,2,439 Maine St,L1G 7Y6,Oshawa,43.9233,-78.8684,1
1368,1833,899000,4,2,788 Balaton Ave,L1W 1W7,Pickering,43.8197,-79.0803,2
1369,1834,1699000,4,4,25 Beaverdams Dr,L1R 0J2,Whitby,43.9215,-78.9412,0
1370,1835,2100000,5,2,4284 Lawrence Ave,L8G 2E9,Hamilton,43.2164,-79.7423,1
1371,1836,799800,4,2,82 James St,K2P 2A8,Ottawa,45.4166,-75.6904,1
1372,1837,1949000,5,5,162 Cedric Ave,M6C 2R1,York,43.6915,-79.4307,0
1373,1838,2835000,7,5,399 Connaught Ave,M2M 1V5,Willowdale,43.7915,-79.4103,0
1374,1841,599000,2,1,3121 Sheppard Ave 330,M2N 0G2,Willowdale,43.7673,-79.4111,2
1375,1842,1049000,3,2,55 Skymark Dr #701,M2J 4X9,North York ,43.7801,-79.3479,1
1376,1843,725000,1,1,21 Scollard St #212,M4W 0A4,Toronto,43.6827,-79.373,2
1377,1844,1288000,3,2,11 Wellesley St 3705,L8R 2Y6,Hamilton,43.2726,-79.8792,1
1378,1845,599000,2,2,27 Rean Dr 516,M2K 0A4,North York ,43.7797,-79.3813,1
1379,1846,899000,2,2,260 Finch Ave 18,L1V 1H5,Pickering,43.8605,-79.1618,2
1380,1847,750000,2,2,77 Maitland Pl 1924,M4Y 2G8,Toronto,43.6656,-79.383,2
1381,1849,775000,2,2,4 Spadina Rd 725,M5R 2S9,Toronto,43.6736,-79.4035,2
1382,1850,3680000,4,2,5299 Chippewa Rd,P7J 1B6,Thunder Bay ,48.2834,-89.3668,2
1383,1851,1298000,3,3,32 Pillar Rock Cres,L6C 3H6,Markham,43.9045,-79.3392,1
1384,1852,1488000,5,4,46 Strathmore Dr,L3P 7M8,Markham,43.8769,-79.2686,1
1385,1853,1699999,6,4,35 Golden Meadow Dr,L6E 1E8,Markham,43.9002,-79.2676,1
1386,1854,1280000,3,1,40 Sylvan Cres,L4E 2L3,Richmond Hill ,43.9394,-79.4349,2
1387,1855,1268000,3,3,54 Gloxinia Cres,M1W 2S2,Scarborough,43.8016,-79.3216,2
1388,1856,599900,1,1,457 Cromwell Ave,L1J 6L7,Oshawa,43.8852,-78.8771,1
1389,1857,2720000,5,3,23 Shouldice Crt,M2L 2S1,North York ,43.7547,-79.3764,1
1390,1858,849900,3,2,1 Neighbourhood Lane 509,M8Y 1T3,Etobicoke,43.6325,-79.4939,3
1391,1859,1199900,3,3,2590 Carberry Way 19,L6M 4V6,Oakville,43.4464,-79.7593,1
1392,1860,1688000,8,5,239 The Lions Gate,N2J 4Z2,Waterloo,43.504,-80.5366,0
1393,1864,2999900,4,4,2196 Bridge Rd,L6L 2B1,Oakville,43.4032,-79.7186,1
1394,1865,3988000,4,6,938 Whittier Cres,L5H 3J2,Mississauga,43.5419,-79.6164,1
1395,1866,1499900,4,4,59 Beck Dr,L3P 7M8,Markham,43.8769,-79.2686,1
1396,1867,1498888,4,4,95 Scarlet Way,L3C 0C1,Welland,42.9998,-79.2656,0
1397,1868,649900,2,2,537 Grierson St,L1G 5T9,Oshawa,43.9233,-78.8684,1
1398,1869,439900,1,1,467 Charlton Ave 309,N3T 5B1,Brant,43.131,-80.3254,3
1399,1870,574900,2,1,60 Absolute Ave 3304,L4Z 0A9,Mississauga,43.6192,-79.6538,1
1400,1872,1190000,3,2,8 Eglinton Ave 5111,M9R 3V7,Etobicoke,43.6898,-79.5582,3
1401,1873,950000,2,2,38 Grenville St 2609,M4Y 1X5,Toronto,43.6656,-79.383,2
1402,1875,649900,3,2,82 Booth St,L2N 3N6,St. Catharines ,43.1923,-79.2559,2
1403,1876,1590000,4,3,7977 Cathedral Dr,L2H 0K2,Niagara Falls ,43.1009,-79.1379,1
1404,1879,1499900,4,3,116 Dolomiti Crt,L8J 3T1,Hamilton,43.1836,-79.721,1
1405,1880,790000,5,4,2975 Curry Ave,N9B 0B6,Windsor,42.2949,-83.052,0
1406,1882,499000,2,1,163 James St,K1Y 0H3,Ottawa,45.4023,-75.7329,1
1407,1883,774999,3,2,10 Elm St,L8M 1M8,Hamilton,43.2441,-79.8359,1
1408,1889,1249000,5,3,93 Collier Rd,L2V 3H3,St. Catharines ,43.1142,-79.2035,0
1409,1890,469900,2,1,11142 Churchill Ave,M6J 3A5,Toronto,43.648,-79.4177,2
1410,1891,1100000,4,3,33 Pergola Way,L6Y 5N2,Brampton,43.6249,-79.7876,3
1411,1893,1199900,3,3,10 Collingwood Ave,L6Z 4P8,Brampton,43.7328,-79.7953,3
1412,1894,2899899,5,2,350 Lake Promenade,M8W 1P7,Etobicoke,43.6021,-79.5402,3
1413,1895,2950000,4,3,964 Parkland Ave,L5H 3J2,Mississauga,43.5419,-79.6164,1
1414,1896,2999000,4,3,393 Maple Leaf Dr,M6L 2V4,North York ,43.7137,-79.4869,1
1415,1899,1999000,6,5,144 Bloomsbury Ave,L6P 2X4,Brampton,43.7942,-79.7021,3
1416,1900,899000,4,2,20 Edelwild Dr,L9W 1S8,Orangeville,43.9702,-80.016,1
1417,1901,1099000,4,2,2374 Mountainside Dr,L7P 1C6,Burlington,43.3806,-79.886,3
1418,1902,2488000,7,5,59 Maniza Rd,M3K 1R6,Toronto,43.739,-79.4692,0
1419,1903,2499888,4,5,1834 Grosvenor Pl,L5L 2Z5,Mississauga,43.5373,-79.6903,1
1420,1904,2699000,8,6,3656 Banff Crt,L5N 6S9,Mississauga,43.5924,-79.7611,0
1421,1905,1149000,5,2,179 Kennedy Ave,L0L 1T0,Lake Simcoe ,44.4548,-79.7352,1
1422,1911,499000,2,1,8 Christidis Dr,L0E 1S0,Lake Simcoe ,44.3199,-79.2778,1
1423,1913,2888000,5,5,197 Cooks Mill Cres,K1V 2M1,Ottawa,45.3281,-75.6719,0
1424,1915,1198000,4,4,6 Belford Cres,L3S 1R4,Markham,43.8486,-79.2617,1
1425,1916,2188000,5,5,42 Oldham St,L4H 4G1,Woodbridge,43.8432,-79.5644,0
1426,1917,999000,4,3,16 Calora Crt,M1W 2K1,Scarborough,43.8016,-79.3216,2
1427,1918,1299000,6,2,3286 Lawrence Ave,L8G 2E9,Hamilton,43.2164,-79.7423,1
1428,1919,1485000,7,4,146 Placentia Blvd,M1S 4C5,Scarborough,43.7946,-79.2644,0
1429,1920,569000,2,2,5 Wheelhouse Dr,L1B 1A6,Bowmanville,43.9235,-78.5457,3
1430,1921,999000,4,2,42 Kessack Crt,M1B 1M4,Scarborough,43.8113,-79.193,2
1431,1922,1199999,3,2,82 Botany Hill Rd,M1G 3K5,Scarborough,43.7712,-79.2144,2
1432,1923,1688000,4,3,57 Anndale Dr,M2N 0C8,Willowdale,43.7673,-79.4111,2
1433,1925,1588000,5,3,67 Goulding Ave,M2R 2R1,Willowdale,43.7786,-79.445,2
1434,1926,499000,2,2,300 Croft St 3503,K2B 6Z9,Ottawa,45.3645,-75.7934,1
1435,1927,699000,3,2,427 Aberdeen Ave 504,L8P 4L6,Hamilton,43.2514,-79.8925,1
1436,1928,629900,3,2,1235 Richmond St 917,N6G 2V4,London,43.0147,-81.3049,1
1437,1929,299999,1,1,920 Ford St 103,K9J 5R2,Peterborough,44.3104,-78.2396,2
1438,1930,610000,2,2,60 George Butchart Dr 718,M3K 0A5,Toronto,43.739,-79.4692,2
1439,1931,979000,2,2,1237 North Shore Blvd 301,L7T 3P3,Burlington,43.3081,-79.8507,3
1440,1932,849900,2,3,5630 Winston Churchill Blvd 3,L9W 0A3,Orangeville,43.9702,-80.016,1
1441,1934,625000,2,2,55 Yorkland Blvd 601,M2J 0G7,North York ,43.7801,-79.3479,1
1442,1935,675000,3,2,4065 Brickstone Mews 1906,L5B 0A1,Mississauga,43.5771,-79.6306,1
1443,1938,399999,2,1,10 Coulter St 231,L4M 3C1,Barrie,44.4001,-79.6663,3
1444,1940,807880,3,2,3220 Sheppard Ave 421,M2N 0G2,Willowdale,43.7673,-79.4111,2
1445,1942,515000,1,1,32 Trolley Cres 1008,M5A 0E9,Toronto,43.6555,-79.3626,2
1446,1943,574900,1,1,412 Jarvis St 205,M4Y 3C1,Toronto,43.6656,-79.383,2
1447,1944,680000,2,1,210 Simcoe St 2104,M5T 2W5,Toronto,43.6541,-79.3978,2
1448,1945,1099900,2,2,55 Ontario St 709,L1C 1N6,Bowmanville,43.9714,-78.7095,3
1449,1946,3339000,3,2,88 Davenport Rd 1801,M5R 1H4,Toronto,43.6736,-79.4035,2
1450,1947,699900,2,2,18 Wanless Ave 606,M4N 3N1,Toronto,43.7301,-79.3935,2
1451,1948,1000000,3,3,57 Finch Ave 3,M2N 7H2,Willowdale,43.7673,-79.4111,2
1452,1949,899990,3,3,4069 Maitland St,M4Y 1E3,Toronto,43.6656,-79.383,2
1453,1950,799000,3,2,73 Biehn Dr,N2P 1R6,Kitchener,43.3878,-80.4296,1
1454,1952,659900,3,1,430 Parkview Crescent Cres On,N3H 4X5,Cambridge,43.4267,-80.3699,3
1455,1954,725000,3,2,4102 Portage Rd,L2J 1A4,Niagara Falls ,43.1296,-79.1034,1
1456,1955,849000,6,2,521 Thorold Rd,L3C 3W6,Welland,42.9998,-79.2656,2
1457,1956,824900,3,1,33 Shelley Dr,P3A 3K3,Greater Sudbury ,46.5187,-80.934,3
1458,1960,950000,3,2,5 Scott Cres,L4N 1P5,Barrie,44.3572,-79.6929,3
1459,1961,2399000,3,3,18 Blueheron Lane,L8N 2Z7,Hamilton,43.4017,-80.017,1
1460,1962,1250000,5,3,50 King St,N3T 3N4,Brant,43.131,-80.3254,3
1461,1963,1499000,6,4,3291 Nobleton Dr,L4X 1S5,Mississauga,43.6178,-79.5786,1
1462,1964,979900,6,3,11 Pennywood Rd,L6V 2C1,Brampton,43.7059,-79.7626,3
1463,1965,799900,5,2,9 Heatherside Crt,L6S 2G1,Brampton,43.7379,-79.726,3
1464,1966,1579000,3,3,1547 Sandpiper Rd,L6M 3K1,Oakville,43.4464,-79.7593,1
1465,1967,1499888,7,5,5105 Heritage Hills Blvd,L5R 1Y3,Mississauga,43.606,-79.6708,1
1466,1968,6299999,8,11,1816 Mississauga Rd,L5N 1P7,Mississauga,43.5924,-79.7611,0
1467,1969,5899999,8,11,1808 Mississauga Rd,L5N 1P7,Mississauga,43.5924,-79.7611,0
1468,1971,5999999,8,10,1800 Mississauga Rd,L5N 1P7,Mississauga,43.5924,-79.7611,0
1469,1972,1779000,5,5,38 Sierra Peak Crt,L6R 1J1,Brampton,43.7592,-79.7605,3
1470,1973,2799000,3,2,18489 The Gore Rd,L0N 1P0,Dufferin County,44.0317,-80.2068,3
1471,1974,799000,2,2,178 Rosethorn Ave,M6N,York,43.6748,-79.4839,2
1472,1975,1299000,3,3,107 William Duncan Rd,M3K 0A5,Toronto,43.739,-79.4692,2
1473,1977,5388000,5,7,45 Birch Ave,K1K 3C9,Ottawa,45.4448,-75.6431,0
1474,1978,998888,3,3,9928 Mccowan Rd,M1V 4P1,Scarborough,43.8177,-79.2819,2
1475,1981,4588000,6,7,118 Dexter Rd,L4C 7N1,Richmond Hill ,43.8669,-79.4414,0
1476,1982,999000,3,3,186 Sunway Sq,L3P 5J5,Markham,43.8769,-79.2686,1
1477,1985,1158000,6,5,2226 Brimley Rd,M1S 1K6,Scarborough,43.7946,-79.2644,0
1478,1986,1399000,3,2,53 Glenwood Cres,M4B 1M3,East York ,43.7063,-79.3094,3
1479,1987,820000,3,2,67 Hobbs Dr,L1C 3X1,Bowmanville,43.9714,-78.7095,3
1480,1990,1299900,5,3,7 Millville Ave,K6H 4M1,Cornwall,45.0565,-74.6852,3
1481,1991,899000,6,4,1840 Dalhousie Cres,L1G 4Y3,Oshawa,43.9233,-78.8684,0
1482,1992,1690000,3,3,484 Hounslow Ave,M2R 1K1,Willowdale,43.7786,-79.445,2
1483,1993,1499000,5,3,261 Finch Ave,L1V 1H5,Pickering,43.8605,-79.1618,0
1484,1994,397000,3,2,380 Springbank Ave 3,N4S 5S1,Woodstock,43.1432,-80.7338,2
1485,1995,479900,3,2,390 Dixon Rd 2014,M9R 2K5,Etobicoke,43.6898,-79.5582,3
1486,1996,624000,2,2,2 Eva Rd 1222,L2M 7Y2,St. Catharines ,43.196,-79.2161,2
1487,1998,1050000,3,3,1183 Dufferin St 111,M6H 4B5,Toronto,43.6655,-79.4378,2
1488,1999,849990,1,1,1183 Dufferin St 110,M6H 4B5,Toronto,43.6655,-79.4378,2
1489,2000,699000,2,2,1940 Ironstone Dr 1608,L7L 0G5,Burlington,43.3799,-79.7668,3
1490,2002,489900,2,1,106 Aspen Springs Dr 305,L1C 0C6,Bowmanville,43.9714,-78.7095,3
1491,2003,1189000,3,3,80 Vanauley St 108,M5V 2V4,Toronto,43.6404,-79.3995,2
