,Price,Beds,Baths,Postal_Code,City,Latitude,Longitude,Cluster
642,1499900,4,3,L6R 3G2,Brampton,43.7592,-79.7605,1
643,899900,4,3,L6Z 0E4,Brampton,43.7328,-79.7953,1
644,1880000,5,4,L6H 7A2,Oakville,43.4881,-79.7098,0
647,1500000,4,3,L5A 2P1,Mississauga,43.5883,-79.6091,3
649,899000,4,4,L4N 1M1,Barrie,44.3572,-79.6929,2
653,999900,4,3,L4M 7J3,Barrie,44.4001,-79.6663,3
654,1199000,6,4,L4N 9M5,Barrie,44.3572,-79.6929,2
655,989000,4,4,L4N 9N7,Barrie,44.3572,-79.6929,2
658,699900,3,3,L2S 1S9,St. Catharines ,43.1447,-79.2634,2
660,2699000,5,5,L4C 2H4,Richmond Hill ,43.8669,-79.4414,1
662,1885000,4,3,L4E 1A5,Richmond Hill ,43.9394,-79.4349,1
663,1795000,3,3,L0L 2N0,Lake Simcoe ,44.4548,-79.7352,1
670,1599900,7,4,L4L 5J4,Woodbridge,43.8064,-79.5995,2
671,1199900,7,3,M8Z 1N5,Etobicoke,43.6256,-79.5231,3
678,799900,5,4,M1S 1J1,Scarborough,43.7946,-79.2644,1
679,749000,2,3,L1Z 0M6,Ajax,43.8773,-79.0055,0
680,1488000,6,5,L1L 1C4,Oshawa,43.9581,-78.8972,3
682,889000,3,2,L1G 6E2,Oshawa,43.9233,-78.8684,1
683,999900,6,2,L1N 3K4,Whitby,43.8721,-78.9273,3
684,1599000,4,4,M4K 1P6,Toronto,43.6803,-79.3538,3
685,988000,4,3,M1W 2S2,Scarborough,43.8016,-79.3216,2
686,899900,6,4,L1N 8M4,Whitby,43.8721,-78.9273,3
687,699900,4,2,L1J 2W3,Oshawa,43.8852,-78.8771,3
688,1288000,5,3,M1H 2P4,Scarborough,43.7686,-79.2389,3
689,899900,4,3,L1N 3K6,Whitby,43.8721,-78.9273,1
690,899900,4,4,M5V 2E2,Toronto,43.6404,-79.3995,1
691,1089000,3,2,M4C 3X9,East York ,43.6913,-79.3116,3
692,1050000,5,3,L1K 0G1,Oshawa,43.9251,-78.8287,3
693,899000,5,3,L1K 0C8,Oshawa,43.9251,-78.8287,3
694,899000,4,3,L1R 2S6,Whitby,43.9215,-78.9412,1
695,899999,3,5,L1X 2S9,Pickering,43.8558,-79.0972,2
696,829900,3,3,L1R 2K5,Whitby,43.9215,-78.9412,1
697,899900,4,3,L1R 2A1,Whitby,43.9215,-78.9412,1
698,699900,3,4,L1C 3K2,Bowmanville,43.9714,-78.7095,3
699,699900,3,3,L1R 2S6,Whitby,43.9215,-78.9412,2
700,2000000,2,2,M1M 2K8,Scarborough,43.7247,-79.2312,1
701,3599000,6,7,M2R 1Y8,Willowdale,43.7786,-79.445,3
702,5800000,7,7,M3C 2K9,Don Mills ,43.7334,-79.3329,2
703,4399000,5,7,M4N 2N4,Toronto,43.7301,-79.3935,2
704,1499000,5,2,M2R 2R1,Willowdale,43.7786,-79.445,1
705,999000,4,2,M1R 1T1,Scarborough,43.7507,-79.3003,2
706,899888,3,2,M2J 5B3,North York ,43.7801,-79.3479,2
707,2049000,3,4,M5S 1X4,Toronto,43.6629,-79.3987,2
709,999000,1,3,L3R 2G9,Markham,43.8479,-79.3288,2
713,620000,1,2,L8N 2Z1,Hamilton,43.4017,-80.017,1
714,329900,1,1,L2E 6C8,Niagara Falls ,43.0537,-79.1018,2
715,449900,1,1,N3T 5B1,Brant,43.131,-80.3254,2
717,699900,2,1,L5M 4G8,Mississauga,43.5637,-79.7202,2
719,529000,1,1,M6A 1B1,North York ,43.7223,-79.4504,1
720,899900,3,2,M8V 1A2,Toronto,43.6075,-79.5013,2
721,625000,2,2,L4Z 0A3,Mississauga,43.6192,-79.6538,2
722,299000,3,2,M3N 2S6,North York ,43.7568,-79.521,1
723,499900,1,1,M8Z 1R6,Etobicoke,43.6256,-79.5231,2
724,405000,2,1,L7P 0B4,Burlington,43.3806,-79.886,2
725,784000,2,2,M9A 1B4,Etobicoke,43.6662,-79.5282,1
726,799900,4,3,L6X 1N9,Brampton,43.6665,-79.8054,1
727,599000,3,2,M3J 1A7,North York ,43.7694,-79.4921,3
728,1250000,3,2,M6P,Toronto,43.6605,-79.4633,1
729,380000,3,1,M9W 6A6,Etobicoke,43.7144,-79.5909,3
730,524900,4,2,M9C 3S6,Etobicoke,43.6437,-79.5767,3
731,489000,1,1,M9C 0B1,Etobicoke,43.6437,-79.5767,3
732,939900,3,3,L5G 1K1,Mississauga,43.5647,-79.5852,3
733,619999,3,2,M9V 4P2,Etobicoke,43.7432,-79.5876,3
735,999999,4,4,L5W 1M1,Mississauga,43.6313,-79.7148,1
736,1025000,2,3,M8Y 4H5,Etobicoke,43.6325,-79.4939,1
737,899000,3,2,L5M 5E8,Mississauga,43.5637,-79.7202,2
738,589888,2,2,L5B 3C9,Mississauga,43.5771,-79.6306,1
739,630000,2,2,M9M 0B7,North York ,43.7366,-79.5401,0
740,574500,2,1,L5B 1T8,Mississauga,43.5771,-79.6306,3
741,599900,2,2,L4M 0J2,Barrie,44.4001,-79.6663,1
743,999000,3,3,M1N 1S2,Scarborough,43.6952,-79.2646,3
744,579000,2,2,L8R 1C4,Hamilton,43.2726,-79.8792,1
745,399900,3,2,L1J 3T9,Oshawa,43.8852,-78.8771,2
747,450000,2,1,M1E 4S6,Scarborough,43.7678,-79.1866,1
748,599000,2,2,M1P 0B2,Scarborough,43.7612,-79.2707,1
749,679900,3,2,L1N 9L6,Whitby,43.8721,-78.9273,3
750,699900,3,2,M2N 0G2,Willowdale,43.7673,-79.4111,1
753,539900,1,1,M1M 1V3,Scarborough,43.7247,-79.2312,2
755,589000,2,1,M2K 0B3,North York ,43.7797,-79.3813,2
756,699000,1,1,M5A 0L1,Toronto,43.6555,-79.3626,2
757,720000,2,2,M2J 1M4,North York ,43.7801,-79.3479,3
758,599000,2,1,M2J 0B3,North York ,43.7801,-79.3479,1
759,699880,3,2,M5V 4B3,Toronto,43.6404,-79.3995,1
760,619900,2,1,M5J 0E1,Toronto,43.623,-79.3936,3
761,888000,2,2,M5V 3H6,Toronto,43.6404,-79.3995,3
762,1190000,2,2,M5E 1J8,Toronto,43.6456,-79.3754,3
763,1088000,3,3,L1V 3R6,Pickering,43.8605,-79.1618,0
765,748888,3,2,P3C 1K3,Greater Sudbury ,46.5133,-81.0225,1
766,1389000,3,3,K7L 1N2,Kingston,44.2955,-76.428,3
767,899000,2,2,K8N 2Z2,Belleville,44.1735,-77.3684,1
768,2499000,6,9,N1G 3A2,Guelph,43.5184,-80.2257,3
769,399900,3,1,K1S 0C6,Ottawa,45.399,-75.6871,3
770,359900,4,1,P6A 2J8,Sault Ste. ,46.5168,-84.3333,1
771,899000,4,3,K1H 5M9,Ottawa,45.3876,-75.6593,3
772,649000,4,2,N2E 2G7,Kitchener,43.4106,-80.5011,3
773,739900,3,2,L2N 1V9,St. Catharines ,43.1923,-79.2559,2
774,649000,4,3,L8L 5V7,Hamilton,43.2783,-79.8344,0
775,575000,4,2,L2M 3A9,St. Catharines ,43.196,-79.2161,1
777,800000,4,3,L0K 2C0,Lake Simcoe ,44.6233,-79.1235,3
778,749900,4,3,N1R 5R5,Cambridge,43.3666,-80.2239,2
782,799900,3,3,L4Y 4E2,Mississauga,43.6028,-79.5929,3
784,638000,4,2,L2G 5Z3,Niagara Falls ,43.0696,-79.0818,3
785,829000,4,4,L3B 5N4,Welland,42.9878,-79.2219,1
787,719900,3,2,N1E 5G6,Guelph,43.5677,-80.2418,2
789,599000,3,2,M1J 1T3,Scarborough,43.7464,-79.2323,2
790,1790000,6,5,L2R 6P7,St. Catharines ,43.1419,-79.2966,3
791,549000,3,2,K1S 3V8,Ottawa,45.399,-75.6871,3
793,1650000,3,3,L8E 5K7,Hamilton,43.2245,-79.6988,1
795,1399900,4,4,L7M 1M2,Burlington,43.4342,-79.8701,0
796,999999,6,3,L6Z 1C7,Brampton,43.7328,-79.7953,3
797,799000,3,3,L3X 2K3,Newmarket,44.0433,-79.4912,3
798,2239000,4,5,M6S,Toronto,43.6512,-79.4828,2
799,999999,4,2,L5N 0G9,Mississauga,43.5924,-79.7611,3
800,949000,3,3,L6P 1A1,Brampton,43.7942,-79.7021,1
801,1699000,5,4,L6R 1J1,Brampton,43.7592,-79.7605,3
802,1799000,6,4,L6Y 0M4,Brampton,43.6249,-79.7876,2
803,899000,3,2,L5R 3B5,Mississauga,43.606,-79.6708,3
804,1099000,4,3,M3L 1C9,Downsview,43.7334,-79.5116,3
805,1899900,6,4,L5V 1G7,Mississauga,43.5972,-79.6931,1
806,1499000,3,1,L6L 2C3,Oakville,43.4032,-79.7186,3
807,899900,3,3,L6Z 2S8,Brampton,43.7328,-79.7953,0
808,1150000,3,3,L7L 0B9,Burlington,43.3799,-79.7668,3
809,1399000,5,4,L6X 3V2,Brampton,43.6665,-79.8054,1
810,2995000,6,2,L6P 0A2,Brampton,43.7942,-79.7021,0
812,1999999,4,3,L7P 0N2,Burlington,43.3806,-79.886,2
813,1829900,4,8,M6E 4Y2,York,43.6889,-79.4507,1
814,1829900,4,5,M6E 4Y2,York,43.6889,-79.4507,3
815,1198800,5,2,M8V 3N1,Toronto,43.6075,-79.5013,3
816,2200000,5,4,L6R 1W7,Brampton,43.7592,-79.7605,3
817,1799000,4,3,L6L 2B1,Oakville,43.4032,-79.7186,1
818,879900,3,2,P6A 3M7,Sault Ste. ,46.5168,-84.3333,3
819,1198000,4,2,M9R 1H1,Etobicoke,43.6898,-79.5582,2
820,1150000,3,3,L5L 4X9,Mississauga,43.5373,-79.6903,1
821,999900,2,1,M8V 2Z3,Toronto,43.6075,-79.5013,3
822,1599900,6,4,L5W 1M1,Mississauga,43.6313,-79.7148,1
823,1199000,4,2,M9C 3Z7,Etobicoke,43.6437,-79.5767,3
826,1998500,3,3,L6M 0B7,Oakville,43.4464,-79.7593,2
828,938900,3,2,L7L 4L8,Burlington,43.3799,-79.7668,3
829,1099000,4,2,M6E 1R6,York,43.6889,-79.4507,0
830,999000,4,2,M6N,York,43.6748,-79.4839,3
831,1299900,4,2,L7N 3L5,Burlington,43.3512,-79.784,1
832,1149000,5,2,L6S 3L5,Brampton,43.7379,-79.726,1
833,799900,5,2,M6R 2K6,Toronto,43.6469,-79.4521,3
836,849900,4,3,M1M 1T2,Scarborough,43.7247,-79.2312,2
837,949000,4,5,L9W 0V1,Orangeville,43.9702,-80.016,3
838,999900,4,3,L4M 2E7,Barrie,44.4001,-79.6663,3
840,999999,4,3,N2G 4E3,Kitchener,43.4443,-80.4891,1
841,749900,3,3,L4N 9J0,Barrie,44.3572,-79.6929,1
842,999999,3,3,L4N 9N7,Barrie,44.3572,-79.6929,1
843,2495000,2,1,M2N 1E8,Willowdale,43.7673,-79.4111,1
844,699900,3,2,L4N 5G4,Barrie,44.3572,-79.6929,1
847,899900,3,3,L4N 7Y3,Barrie,44.3572,-79.6929,1
848,949000,3,3,L4N 8G1,Barrie,44.3572,-79.6929,0
849,1079900,3,3,L4L 7N7,Woodbridge,43.8064,-79.5995,2
853,849000,5,2,L3Y 2Y7,Newmarket,44.0565,-79.4555,1
854,1188000,2,2,L6C 2Z8,Markham,43.9045,-79.3392,0
857,1250000,3,2,L2N 4W1,St. Catharines ,43.1923,-79.2559,3
859,1849888,5,4,L4H 3A2,Woodbridge,43.8432,-79.5644,0
864,1499000,4,3,L3X 1H8,Newmarket,44.0433,-79.4912,3
865,999000,3,4,L3Y 8S1,Newmarket,44.0565,-79.4555,1
866,998000,3,4,M1W 3M9,Scarborough,43.8016,-79.3216,1
867,1100000,4,4,L1P 1J1,Whitby,43.8866,-78.975,3
868,1139000,3,2,M4L 1Z6,Toronto,43.6693,-79.3155,1
869,785000,3,2,L1C 3Y8,Bowmanville,43.9714,-78.7095,2
870,999999,5,3,L1W 2K2,Pickering,43.8197,-79.0803,3
871,750000,3,3,L1P 1P7,Whitby,43.8866,-78.975,3
872,749900,3,3,L1N 0H1,Whitby,43.8721,-78.9273,2
873,1399000,4,3,M4M 2A1,Toronto,43.6561,-79.3406,1
874,1349888,4,4,L1T 4N1,Ajax,43.8843,-79.0534,1
875,1400000,5,4,L1Z 1H1,Ajax,43.8773,-79.0055,2
876,1099000,3,2,M4L 1V3,Toronto,43.6693,-79.3155,2
877,999000,3,1,M4J 3G4,Toronto,43.6872,-79.3368,3
878,899000,4,3,L1S 6S2,Ajax,43.8404,-79.0251,1
879,1299900,5,4,M1C 1K9,Scarborough,43.7878,-79.1564,2
880,1475000,3,3,M1M 1A3,Scarborough,43.7247,-79.2312,2
881,599999,3,2,M4L 1Y7,Toronto,43.6693,-79.3155,2
882,999000,4,3,L1G 7Y6,Oshawa,43.9233,-78.8684,1
883,949900,5,2,L1C 5B8,Bowmanville,43.9714,-78.7095,2
884,499900,2,1,L1H 2C6,Oshawa,43.9721,-78.8837,2
885,1000000,4,3,L5M 6R8,Mississauga,43.5637,-79.7202,1
886,1089000,4,3,L1N 3K6,Whitby,43.8721,-78.9273,1
888,649900,3,2,L1J 1G5,Oshawa,43.8852,-78.8771,2
889,849000,3,2,M5G 1C7,Toronto,43.6564,-79.386,2
890,668000,3,1,L1G 2C4,Oshawa,43.9233,-78.8684,2
891,899000,4,4,L1C 5J6,Bowmanville,43.9714,-78.7095,2
892,1088888,4,3,M1W 3R6,Scarborough,43.8016,-79.3216,2
893,998000,3,2,M1P 4N7,Scarborough,43.7612,-79.2707,2
894,599900,3,1,L7R 2X2,Burlington,43.375,-79.8434,2
895,1799000,4,4,M4J 3P8,Toronto,43.6872,-79.3368,1
896,749000,3,3,L1P 1M1,Whitby,43.8866,-78.975,2
897,579900,3,1,L1B 1H1,Bowmanville,43.9235,-78.5457,2
898,829000,3,3,N5P 2A6,St. Thomas ,42.7779,-81.1769,2
899,699900,3,2,L1C 0A1,Bowmanville,43.9714,-78.7095,2
900,1199000,5,4,L1V 6W7,Pickering,43.8605,-79.1618,3
901,2288000,4,3,M2K 1W4,North York ,43.7797,-79.3813,1
902,6490000,6,9,M2P 2E3,North York ,43.75,-79.3978,1
904,575000,2,2,N1R 3H3,Cambridge,43.3666,-80.2239,1
905,789000,2,2,L5M 4G8,Mississauga,43.5637,-79.7202,1
906,419900,1,1,L5M 7M4,Mississauga,43.5637,-79.7202,3
907,449999,3,2,M9W 3W7,Etobicoke,43.7144,-79.5909,1
908,589900,2,1,L7L 7L6,Burlington,43.3799,-79.7668,1
909,1250000,2,2,M8V 1A2,Toronto,43.6075,-79.5013,1
910,949999,4,3,L6R 2W8,Brampton,43.7592,-79.7605,3
911,799000,4,2,M3M 2W9,Downsview,43.7319,-79.4928,1
912,570000,3,2,M9V 3A8,Etobicoke,43.7432,-79.5876,1
913,819900,2,2,L9W 3N8,Orangeville,43.9702,-80.016,3
914,569000,1,1,L5B 0A1,Mississauga,43.5771,-79.6306,3
915,599999,2,1,M9B 2R5,Etobicoke,43.6505,-79.5517,1
916,249900,1,1,M9R 3T9,Etobicoke,43.6898,-79.5582,1
919,510000,2,1,L6T 5P1,Brampton,43.7196,-79.6854,3
920,799000,2,2,L6H 0G6,Oakville,43.4881,-79.7098,1
921,759000,3,2,M6N,York,43.6748,-79.4839,0
922,499000,1,1,L5B 1M5,Mississauga,43.5771,-79.6306,3
923,649000,3,2,L4Z 3M2,Mississauga,43.6192,-79.6538,1
924,649000,3,2,L4M 3A0,Barrie,44.4001,-79.6663,1
925,449000,2,1,N7V 2A9,Sarnia,42.9998,-82.3926,1
928,950000,3,2,N6B 2N5,London,42.9835,-81.2386,1
929,699900,3,2,L1S 7N6,Ajax,43.8404,-79.0251,3
930,670000,2,2,M1P 2W1,Scarborough,43.7612,-79.2707,1
931,579900,3,2,M1E 4S6,Scarborough,43.7678,-79.1866,3
932,799000,4,3,L1L 0R1,Oshawa,43.9581,-78.8972,3
933,725000,2,1,L1V 2W8,Pickering,43.8605,-79.1618,3
934,1525000,2,2,M4L 1P3,Toronto,43.6693,-79.3155,0
935,1239900,3,2,M4L 2C2,Toronto,43.6693,-79.3155,3
936,695000,2,1,L7P 4C3,Burlington,43.3806,-79.886,3
937,650000,3,3,L1W 1J6,Pickering,43.8197,-79.0803,3
938,1549900,2,2,M4L 1P3,Toronto,43.6693,-79.3155,1
939,399900,1,1,M4C 5M9,East York ,43.6913,-79.3116,1
941,729000,2,1,M5V 3N1,Toronto,43.6404,-79.3995,3
942,525000,1,1,L3Y 4V9,Newmarket,44.0565,-79.4555,3
943,979000,3,2,M5V 2Y3,Toronto,43.6404,-79.3995,1
944,499000,1,1,M6K 3R9,Toronto,43.6383,-79.4301,1
946,548000,1,1,N1E 0H9,Guelph,43.5677,-80.2418,2
947,1488000,2,2,M5H 3W4,Toronto,43.6496,-79.3833,1
948,899000,3,2,M5J 0E1,Toronto,43.623,-79.3936,2
949,788800,2,2,N6A 3E6,London,42.9976,-81.2563,3
950,779000,2,1,M5G 1P7,Toronto,43.6564,-79.386,1
951,699900,1,1,M5C 3G7,Toronto,43.6513,-79.3756,0
952,838800,2,1,L8R 2Y6,Hamilton,43.2726,-79.8792,0
954,629000,2,1,M5A 2E7,Toronto,43.6555,-79.3626,2
955,599000,2,2,M6K 0A5,Toronto,43.6383,-79.4301,1
956,609880,2,1,L1H 3M2,Oshawa,43.9721,-78.8837,0
957,999913,5,3,L2H 1H3,Niagara Falls ,43.1009,-79.1379,2
958,825000,2,2,N1E 5H5,Guelph,43.5677,-80.2418,2
959,1199900,3,4,L6H 7A2,Oakville,43.4881,-79.7098,1
960,2388800,5,5,L6X 0B3,Brampton,43.6665,-79.8054,2
961,699000,3,3,L6S 1G3,Brampton,43.7379,-79.726,1
962,1299000,6,4,M3L 1C9,Downsview,43.7334,-79.5116,3
963,1288999,3,4,L6P 2L7,Brampton,43.7942,-79.7021,3
964,1699000,5,4,L4N 7Y3,Barrie,44.3572,-79.6929,3
966,1680000,4,4,L4E 0C9,Richmond Hill ,43.9394,-79.4349,2
970,1688800,7,4,L3S 3B8,Markham,43.8486,-79.2617,2
973,1899000,6,4,L3X 1S3,Newmarket,44.0433,-79.4912,2
975,1190000,3,3,L4S 1N5,Richmond Hill ,43.8985,-79.4143,1
976,1199000,4,4,L3X 2K3,Newmarket,44.0433,-79.4912,1
977,1688000,6,4,L4S 1A2,Richmond Hill ,43.8985,-79.4143,1
980,699900,3,3,L7R 1T8,Burlington,43.375,-79.8434,3
982,950000,3,3,L1J 3J0,Oshawa,43.8852,-78.8771,1
983,799000,4,3,L1G 6X4,Oshawa,43.9233,-78.8684,3
984,799900,3,3,L1C 0E2,Bowmanville,43.9714,-78.7095,2
985,998888,3,2,L1H 7J2,Oshawa,43.9721,-78.8837,2
986,999000,3,3,M1V 4E7,Scarborough,43.8177,-79.2819,3
987,1198800,5,6,M1W 3M9,Scarborough,43.8016,-79.3216,1
988,669900,4,1,L1H 3S6,Oshawa,43.9721,-78.8837,3
989,799000,2,2,L1K 1M2,Oshawa,43.9251,-78.8287,2
990,899000,3,3,M9C 5S3,Etobicoke,43.6437,-79.5767,1
991,799000,3,4,L5M 5G8,Mississauga,43.5637,-79.7202,2
993,599000,1,1,M4P 2C9,Toronto,43.7135,-79.3887,3
994,658000,2,1,M5A 4M5,Toronto,43.6555,-79.3626,3
995,699999,3,3,M2N 2J2,Willowdale,43.7673,-79.4111,2
996,579900,1,2,M6K 3R9,Toronto,43.6383,-79.4301,2
997,660000,2,1,M5V 2V6,Toronto,43.6404,-79.3995,2
998,699999,1,1,M6C 1W4,York,43.6915,-79.4307,2
1000,849900,3,3,N1E 4M9,Guelph,43.5677,-80.2418,2
1001,699900,3,3,L2H 0Z2,Niagara Falls ,43.1009,-79.1379,2
1002,1197000,4,3,L8K 6N3,Hamilton,43.2211,-79.7994,2
1003,1699900,7,4,L6R 0M5,Brampton,43.7592,-79.7605,3
1004,999000,3,4,L6Z 4N2,Brampton,43.7328,-79.7953,2
1005,849500,4,2,L6T 1L7,Brampton,43.7196,-79.6854,2
1007,2388000,3,5,M6H 2M1,Toronto,43.6655,-79.4378,1
1008,949900,3,4,L5N 6X3,Mississauga,43.5924,-79.7611,2
1009,3199000,4,6,L5H 4L8,Mississauga,43.5419,-79.6164,1
1010,999000,3,4,L6R 2G3,Brampton,43.7592,-79.7605,2
1011,1998000,5,4,L5L 2Z5,Mississauga,43.5373,-79.6903,2
1012,1649999,5,4,L6P 1A1,Brampton,43.7942,-79.7021,3
1013,649900,3,3,L4N 6A9,Barrie,44.3572,-79.6929,3
1014,899900,5,4,L0K 1E0,Lake Simcoe ,44.6233,-79.1235,3
1015,1288000,5,3,L6S 3L6,Brampton,43.7379,-79.726,0
1016,2698999,6,3,L4N 8A8,Barrie,44.3572,-79.6929,1
1017,2095000,4,3,L4H 1W9,Woodbridge,43.8432,-79.5644,1
1019,3088000,4,5,L4E 4X5,Richmond Hill ,43.9394,-79.4349,1
1020,1299888,4,4,L3P 3J3,Markham,43.8769,-79.2686,0
1022,1389000,4,2,L4C 4P7,Richmond Hill ,43.8669,-79.4414,2
1024,1399900,4,4,L1Z 0M6,Ajax,43.8773,-79.0055,1
1025,799000,3,3,L1N 8M4,Whitby,43.8721,-78.9273,1
1026,1699900,4,3,L1C 2W4,Bowmanville,43.9714,-78.7095,2
1027,1099900,4,4,L1R 2X0,Whitby,43.9215,-78.9412,2
1028,1650000,2,1,M4Y 2H2,Toronto,43.6656,-79.383,2
1029,7880000,6,5,M3C 2K9,Don Mills ,43.7334,-79.3329,1
1030,639700,2,3,P3Y 1H6,Greater Sudbury ,46.4431,-81.127,1
1031,799800,3,3,N1R 2J2,Cambridge,43.3666,-80.2239,0
1032,499000,1,1,L5B 1T8,Mississauga,43.5771,-79.6306,1
1034,399000,2,1,M2N 0G2,Willowdale,43.7673,-79.4111,3
1035,799900,3,2,M1P 0B2,Scarborough,43.7612,-79.2707,1
1037,1200000,3,3,M1M 1V3,Scarborough,43.7247,-79.2312,2
1038,599000,1,1,M5V 0G7,Toronto,43.6404,-79.3995,3
1040,999900,2,1,L7R 1A2,Burlington,43.375,-79.8434,3
1041,969900,3,3,N1H 1G7,Guelph,43.5588,-80.3004,1
1046,699900,3,2,N2B 1E3,Kitchener,43.4646,-80.4467,3
1047,1099000,3,3,L8T 3M9,Hamilton,43.2199,-79.8286,3
1048,1490000,5,2,L8V 4B6,Hamilton,43.2266,-79.8499,2
1050,1249900,5,4,L3C 1M3,Welland,42.9998,-79.2656,3
1051,599000,3,1,N1R 5B4,Cambridge,43.3666,-80.2239,3
1053,1399999,5,5,N3H 5L8,Cambridge,43.4267,-80.3699,1
1054,799900,4,3,M5J 2G2,Toronto,43.623,-79.3936,3
1056,1100000,4,3,L9K 1S3,Ancaster,43.225,-79.9427,3
1057,569000,4,2,K7L 3W3,Kingston,44.2955,-76.428,1
1058,1499900,3,2,K0H 1K0,Frontenac County,44.7208,-76.8334,3
1060,524900,2,1,K0L 1E0,Peterborough County,44.7767,-77.9687,3
1061,649900,3,2,N1E 2A8,Guelph,43.5677,-80.2418,0
1064,929000,3,3,P3E 5J4,Greater Sudbury ,46.2676,-80.9063,0
1066,795000,3,2,L8V 4B6,Hamilton,43.2266,-79.8499,1
1068,1500000,6,4,L6Y 4G1,Brampton,43.6249,-79.7876,3
1069,1099000,5,4,K1G 5R8,Ottawa,45.3548,-75.5773,1
1071,1250000,3,2,L7P 2J3,Burlington,43.3806,-79.886,3
1072,1449000,4,4,L6H 3N7,Oakville,43.4881,-79.7098,2
1073,2688000,9,6,M8V 3M1,Toronto,43.6075,-79.5013,1
1075,1599000,5,3,L4T 3V9,Mississauga,43.7139,-79.6434,3
1076,999000,3,2,M6S,Toronto,43.6512,-79.4828,2
1078,809900,3,3,L9W 4X9,Orangeville,43.9702,-80.016,2
1079,1599900,6,6,L6R 0R4,Brampton,43.7592,-79.7605,0
1080,1699000,5,5,M9C 4R3,Etobicoke,43.6437,-79.5767,0
1081,1049000,4,4,L6P 2X4,Brampton,43.7942,-79.7021,0
1082,799000,3,2,L6M 0R4,Oakville,43.4464,-79.7593,1
1083,899000,3,2,M9V 2E3,Etobicoke,43.7432,-79.5876,0
1085,899000,5,3,M6N,York,43.6748,-79.4839,1
1086,1349000,3,3,L6H 5Z8,Oakville,43.4881,-79.7098,3
1087,1150000,4,3,L6S 3E3,Brampton,43.7379,-79.726,1
1089,1899000,4,3,L6L 6A4,Oakville,43.4032,-79.7186,3
1091,1499000,5,4,L6R 3S7,Brampton,43.7592,-79.7605,3
1093,1299000,5,4,L6Y 5P2,Brampton,43.6249,-79.7876,1
1094,1199900,4,2,L7N 3L5,Burlington,43.3512,-79.784,3
1095,1499000,3,2,M6P,Toronto,43.6605,-79.4633,2
1096,1377700,4,3,M6L 3E2,North York ,43.7137,-79.4869,2
1097,899000,3,3,L6X 4K9,Brampton,43.6665,-79.8054,2
1098,2999900,10,6,M8V 1H5,Toronto,43.6075,-79.5013,1
1099,1599000,6,5,L4M 4Y8,Barrie,44.4001,-79.6663,2
1100,1995000,3,3,L5E 1L8,Mississauga,43.5836,-79.561,2
1101,649900,3,2,L8V 4H9,Hamilton,43.2266,-79.8499,2
1102,899999,3,3,N1E 7L4,Guelph,43.5677,-80.2418,2
1103,899999,3,3,N1E 7L4,Guelph,43.5677,-80.2418,2
1104,549000,3,2,L4L 9E1,Woodbridge,43.8064,-79.5995,2
1105,939900,3,3,N4S 7Y3,Woodstock,43.1432,-80.7338,2
1106,799900,4,2,L4M 2E9,Barrie,44.4001,-79.6663,2
1107,669999,2,1,L4M 4Y8,Barrie,44.4001,-79.6663,2
1108,3188000,6,7,M5R 1X9,Toronto,43.6736,-79.4035,2
1114,1249990,2,2,L0E 1R0,Lake Simcoe ,44.3199,-79.2778,1
1117,3888888,5,6,L3R 2B3,Markham,43.8479,-79.3288,1
1119,1688000,6,6,L6E 1T5,Markham,43.9002,-79.2676,1
1120,999000,4,4,L3X 2X1,Newmarket,44.0433,-79.4912,2
1121,1180000,4,3,L3X 1R1,Newmarket,44.0433,-79.4912,1
1124,1988000,6,4,L4C 3T9,Richmond Hill ,43.8669,-79.4414,2
1127,1588000,4,4,L6X 0Z3,Brampton,43.6665,-79.8054,1
1128,749000,5,2,L1H 6E4,Oshawa,43.9721,-78.8837,2
1129,1249000,4,4,M4M 2G9,Toronto,43.6561,-79.3406,2
1130,990000,4,3,M1E 2J3,Scarborough,43.7678,-79.1866,1
1131,999000,2,1,M4C 1M9,East York ,43.6913,-79.3116,1
1132,1499900,4,4,L1K 0S7,Oshawa,43.9251,-78.8287,1
1133,1289000,4,3,M4J 1K5,Toronto,43.6872,-79.3368,1
1134,699000,4,3,L1L 1C4,Oshawa,43.9581,-78.8972,0
1135,999990,5,5,L1V 2P8,Pickering,43.8605,-79.1618,1
1136,849999,5,3,L1W 2K2,Pickering,43.8197,-79.0803,0
1137,569900,4,2,L1H 2C6,Oshawa,43.9721,-78.8837,2
1138,799000,2,2,M4C 5K6,East York ,43.6913,-79.3116,1
1139,999000,4,2,M1H 1H1,Scarborough,43.7686,-79.2389,2
1140,1799000,5,4,L1W 1J6,Pickering,43.8197,-79.0803,2
1141,849000,4,3,L1P 1J1,Whitby,43.8866,-78.975,2
1142,1499000,4,3,M2R 2R1,Willowdale,43.7786,-79.445,0
1144,1388000,6,2,M2M 2S5,Willowdale,43.7915,-79.4103,2
1146,1088000,3,2,M6C 2R1,York,43.6915,-79.4307,0
1147,419990,1,1,N3T 3V5,Brant,43.131,-80.3254,2
1149,965000,3,2,L6L 3B6,Oakville,43.4032,-79.7186,2
1150,749000,3,3,L5A 3M9,Mississauga,43.5883,-79.6091,0
1151,498900,2,1,L7P 0B4,Burlington,43.3806,-79.886,1
1152,899000,3,3,L5K 2K7,Mississauga,43.5272,-79.6617,3
