,City,Year,Month,Sold,List_price_avg,Sold_price_avg,above_below,monthly_change,monthly_change_per,days_on_mar
0,barrie,2021,December,172,"$627,425","$700,812",11.69%,"$23,633",3.48%,7
1,barrie,2021,November,216,"$607,062","$677,179",11.55%,"$39,617",6.21%,8
2,barrie,2021,October,261,"$597,809","$637,562",6.64%,"$5,837",0.92%,8
3,barrie,2021,September,270,"$593,675","$631,725",6.4%,"$21,725",3.56%,10
4,barrie,2021,August,224,"$577,925","$610,000",5.55%,"$4,375",0.72%,12
5,barrie,2021,July,267,"$577,412","$605,625",4.88%,"$11,125",1.87%,10
6,barrie,2021,June,316,"$568,836","$594,500",4.51%,"$1,138",0.19%,7
7,barrie,2021,May,411,"$562,587","$593,362",5.47%,"$8,750",1.49%,8
8,barrie,2021,April,420,"$548,162","$584,612",6.64%,"$10,862",1.89%,8
9,barrie,2021,March,554,"$522,312","$573,750",9.84%,"$3,525",0.61%,7
10,barrie,2021,February,391,"$515,724","$570,225",10.56%,"$11,288",2.01%,6
11,barrie,2021,January,182,"$517,312","$558,937",8.04%,"$34,562",6.59%,13
12,barrie,2020,December,194,"$500,423","$524,375",4.78%,"$21,625",4.3%,11
13,barrie,2020,November,278,"$485,925","$502,750",3.46%,"$21,213",4.4%,14
14,barrie,2020,October,333,"$473,562","$481,537",1.68%,"$5,300",1.11%,14
15,barrie,2020,September,323,"$470,687","$476,237",1.17%,-$138,-0.02%,15
16,barrie,2020,August,329,"$468,450","$476,375",1.69%,"$20,750",4.55%,13
17,barrie,2020,July,395,"$452,299","$455,625",0.73%,"$2,525",0.55%,13
18,barrie,2020,June,321,"$451,687","$453,100",0.31%,"$26,113",6.11%,14
19,barrie,2020,May,198,"$430,675","$426,987",-0.85%,"-$14,388",-3.25%,23
20,barrie,2020,April,95,"$449,537","$441,375",-1.81%,"$4,000",0.91%,18
21,barrie,2020,March,235,"$441,562","$437,375",-0.94%,"$5,025",1.16%,12
22,barrie,2020,February,230,"$435,649","$432,350",-0.75%,"-$11,025",-2.48%,13
23,barrie,2020,January,139,"$449,875","$443,375",-1.44%,"$34,513",8.44%,24
24,barrie,2019,December,118,"$411,162","$408,862",-0.55%,"$14,187",3.59%,21
25,barrie,2019,November,180,"$400,837","$394,675",-1.53%,"-$17,950",-4.35%,30
26,barrie,2019,October,233,"$420,975","$412,625",-1.98%,"-$6,600",-1.57%,21
27,barrie,2019,September,202,"$427,812","$419,225",-2%,"$8,378",2.03%,21
28,barrie,2019,August,200,"$421,212","$410,847",-2.46%,"$1,182",0.28%,25
29,barrie,2019,July,212,"$419,762","$409,665",-2.4%,"$11,165",2.8%,20
30,barrie,2019,June,203,"$407,150","$398,500",-2.12%,"$1,875",0.47%,18
31,barrie,2019,May,249,"$405,134","$396,625",-2.1%,"-$24,162",-5.74%,22
32,barrie,2019,April,206,"$425,812","$420,787",-1.18%,"$19,162",4.77%,19
33,barrie,2019,March,182,"$407,350","$401,625",-1.4%,"$21,278",5.59%,19
34,barrie,2019,February,114,"$386,547","$380,347",-1.6%,"-$15,715",-3.96%,19
35,barrie,2019,January,95,"$402,175","$396,062",-1.51%,"$6,312",1.61%,30
36,barrie,2018,December,96,"$400,250","$389,750",-2.62%,"$15,625",4.17%,29
37,barrie,2018,November,160,"$382,050","$374,125",-2.07%,"$5,500",1.49%,33
38,barrie,2018,October,187,"$379,825","$368,625",-2.94%,"-$7,750",-2.05%,29
39,barrie,2018,September,168,"$385,025","$376,375",-2.24%,"-$3,625",-0.95%,32
40,barrie,2018,August,190,"$391,800","$380,000",-3.01%,-$675,-0.17%,36
41,barrie,2018,July,169,"$389,562","$380,675",-2.28%,"-$15,575",-3.93%,26
42,barrie,2018,June,244,"$403,037","$396,250",-1.68%,"$8,775",2.26%,21
43,barrie,2018,May,164,"$397,425","$387,475",-2.5%,"$3,725",0.97%,20
44,barrie,2018,April,177,"$390,950","$383,750",-1.84%,"-$17,400",-4.33%,24
45,barrie,2018,March,150,"$406,062","$401,150",-1.2%,"$18,975",4.96%,18
46,barrie,2018,February,129,"$387,812","$382,175",-1.45%,"$81,550",27.12%,21
47,barrie,2018,January,94,"$310,562","$300,625",-3.19%,"-$74,750",-19.91%,27
48,barrie,2017,December,111,"$389,137","$375,375",-3.53%,"-$17,750",-4.51%,35
49,barrie,2017,November,206,"$401,150","$393,125",-2%,"$22,900",6.18%,26
50,barrie,2017,October,212,"$378,525","$370,225",-2.19%,"$17,225",4.87%,26
51,barrie,2017,September,163,"$361,062","$353,000",-2.23%,"-$15,600",-4.23%,26
52,barrie,2017,August,183,"$380,575","$368,600",-3.14%,$100,0.02%,25
53,barrie,2017,July,156,"$374,450","$368,500",-1.58%,"$15,375",4.35%,19
54,barrie,2017,June,223,"$362,200","$353,125",-2.5%,"-$30,112",-7.85%,19
55,barrie,2017,May,344,"$373,337","$383,237",2.65%,"-$32,388",-7.79%,11
56,barrie,2017,April,334,"$391,175","$415,625",6.25%,"$1,500",0.36%,7
57,barrie,2017,March,312,"$386,775","$414,125",7.07%,"$22,125",5.64%,9
58,barrie,2017,February,203,"$359,625","$392,000",9%,"-$80,625",-17.05%,10
59,barrie,2017,January,97,"$463,912","$472,625",1.87%,"$60,750",14.74%,27
60,barrie,2016,December,106,"$415,825","$411,875",-0.94%,"$69,888",20.43%,23
61,barrie,2016,November,186,"$336,425","$341,987",1.65%,"-$33,263",-8.86%,16
62,barrie,2016,October,166,"$369,875","$375,250",1.45%,"$56,463",17.71%,13
63,barrie,2016,September,172,"$314,175","$318,787",1.46%,"-$22,569",-6.61%,13
64,barrie,2016,August,224,"$336,912","$341,356",1.31%,"$12,381",3.76%,11
65,barrie,2016,July,154,"$326,175","$328,975",0.85%,"$12,663",4%,13
66,barrie,2016,June,233,"$316,300","$316,312",0%,"$9,200",2.99%,13
67,barrie,2016,May,245,"$305,862","$307,112",0.4%,"$2,612",0.85%,11
68,barrie,2016,April,249,"$306,775","$304,500",-0.74%,"$1,388",0.45%,17
69,barrie,2016,March,200,"$303,062","$303,112",0.01%,"$8,987",3.05%,15
70,barrie,2016,February,141,"$293,550","$294,125",0.19%,"$20,625",7.54%,13
71,barrie,2016,January,103,"$277,800","$273,500",-1.54%,$825,0.3%,15
72,barrie,2015,December,88,"$276,050","$272,675",-1.22%,"-$1,200",-0.43%,30
73,barrie,2015,November,133,"$281,562","$273,875",-2.73%,"-$9,737",-3.43%,30
74,barrie,2015,October,162,"$288,812","$283,612",-1.8%,"$13,987",5.18%,20
75,barrie,2015,September,161,"$272,425","$269,625",-1.02%,"-$34,112",-11.23%,25
76,barrie,2015,August,156,"$305,262","$303,737",-0.49%,"$36,969",13.85%,19
77,barrie,2015,July,199,"$268,287","$266,768",-0.56%,$456,0.17%,17
78,barrie,2015,June,235,"$271,025","$266,312",-1.73%,"-$13,938",-4.97%,21
79,barrie,2015,May,228,"$283,075","$280,250",-0.99%,"$13,150",4.92%,14
80,barrie,2015,April,186,"$269,500","$267,100",-0.89%,"$8,475",3.27%,17
81,barrie,2015,March,166,"$263,425","$258,625",-1.82%,"$4,475",1.76%,21
82,barrie,2015,February,131,"$255,362","$254,150",-0.47%,"-$5,200",-2%,22
83,barrie,2015,January,82,"$263,062","$259,350",-1.41%,"$15,288",6.26%,34
84,barrie,2014,December,83,"$249,675","$244,062",-2.24%,"-$31,925",-11.56%,27
85,barrie,2014,November,113,"$280,900","$275,987",-1.74%,"$29,362",11.9%,30
86,barrie,2014,October,118,"$253,312","$246,625",-2.63%,"-$7,750",-3.04%,22
87,barrie,2014,September,128,"$261,012","$254,375",-2.54%,"-$16,312",-6.02%,21
88,barrie,2014,August,152,"$274,037","$270,687",-1.22%,"$19,825",7.9%,24
89,barrie,2014,July,157,"$256,212","$250,862",-2.08%,"$10,364",4.3%,28
90,barrie,2014,June,168,"$243,662","$240,498",-1.29%,"-$24,239",-9.15%,23
91,barrie,2014,May,230,"$268,912","$264,737",-1.55%,"$15,812",6.35%,27
92,barrie,2014,April,183,"$252,000","$248,925",-1.22%,"$3,300",1.34%,23
93,barrie,2014,March,126,"$250,525","$245,625",-1.95%,"-$10,750",-4.19%,23
94,barrie,2014,February,105,"$261,050","$256,375",-1.79%,"$29,888",13.19%,20
95,barrie,2014,January,67,"$231,400","$226,487",-2.12%,"$2,762",1.23%,20
96,barrie,2013,December,60,"$227,987","$223,725",-1.86%,"-$2,587",-1.14%,42
97,barrie,2013,November,88,"$230,325","$226,312",-1.74%,"-$7,340",-3.14%,29
98,barrie,2013,October,125,"$238,061","$233,652",-1.85%,"-$30,323",-11.48%,32
99,barrie,2013,September,101,"$272,400","$263,975",-3.09%,"$6,475",2.51%,63
100,barrie,2013,August,125,"$263,700","$257,500",-2.35%,"$16,375",6.79%,36
101,barrie,2013,July,153,"$246,062","$241,125",-2%,"-$2,687",-1.1%,28
102,barrie,2013,June,155,"$249,762","$243,812",-2.38%,"$18,025",7.98%,33
103,barrie,2013,May,162,"$230,862","$225,787",-2.19%,"$36,037",18.99%,29
104,barrie,2013,April,158,"$193,675","$189,750",-2.02%,"-$75,875",-28.56%,19
105,barrie,2013,March,127,"$272,970","$265,625",-2.69%,"$75,375",39.61%,30
106,barrie,2013,February,88,"$195,212","$190,250",-2.54%,"-$35,975",-15.9%,18
107,barrie,2013,January,63,"$233,537","$226,225",-3.13%,"$3,688",1.65%,36
108,barrie,2012,December,54,"$229,800","$222,537",-3.16%,"-$4,150",-1.83%,50
109,barrie,2012,November,91,"$231,487","$226,687",-2.07%,"-$1,938",-0.84%,43
110,barrie,2012,October,106,"$235,736","$228,625",-3.01%,"$6,452",2.9%,43
111,barrie,2012,September,97,"$228,085","$222,173",-2.59%,"-$9,420",-4.06%,41
112,barrie,2012,August,110,"$239,925","$231,593",-3.47%,"-$9,369",-3.88%,53
113,barrie,2012,July,126,"$248,450","$240,962",-3.01%,"$15,587",6.91%,58
114,barrie,2012,June,145,"$230,575","$225,375",-2.25%,"$2,000",0.89%,50
115,barrie,2012,May,175,"$226,400","$223,375",-1.33%,-$534,-0.23%,25
116,barrie,2012,April,151,"$228,409","$223,909",-1.97%,"$33,284",17.46%,34
117,barrie,2012,March,121,"$193,075","$190,625",-1.26%,"-$41,337",-17.82%,30
118,barrie,2012,February,113,"$237,286","$231,962",-2.24%,"-$8,600",-3.57%,31
119,barrie,2012,January,68,"$247,737","$240,562",-2.89%,"$240,562",0%,63
120,brampton,2021,December,611,"$846,939","$954,250",12.67%,"$49,175",5.43%,5
121,brampton,2021,November,809,"$829,249","$905,075",9.14%,"$30,450",3.48%,6
122,brampton,2021,October,850,"$816,703","$874,625",7.09%,"$45,376",5.47%,7
123,brampton,2021,September,862,"$785,950","$829,249",5.5%,"$8,124",0.98%,7
124,brampton,2021,August,869,"$787,203","$821,125",4.3%,"$19,750",2.46%,9
125,brampton,2021,July,916,"$788,075","$801,375",1.68%,"$12,625",1.6%,10
126,brampton,2021,June,"1,042","$760,972","$788,750",3.65%,"$8,500",1.08%,9
127,brampton,2021,May,"1,179","$748,450","$780,250",4.24%,"-$4,500",-0.57%,9
128,brampton,2021,April,"1,271","$745,925","$784,750",5.2%,"-$19,375",-2.4%,9
129,brampton,2021,March,"1,546","$754,685","$804,125",6.55%,"$15,063",1.9%,6
130,brampton,2021,February,"1,162","$729,699","$789,062",8.13%,"$26,562",3.48%,6
131,brampton,2021,January,750,"$718,937","$762,500",6.05%,"$66,188",9.5%,11
132,brampton,2020,December,673,"$682,446","$696,312",2.03%,"$18,040",2.65%,10
133,brampton,2020,November,880,"$674,437","$678,272",0.56%,"-$1,403",-0.2%,11
134,brampton,2020,October,"1,013","$678,600","$679,675",0.15%,"$12,544",1.88%,11
135,brampton,2020,September,"1,057","$660,446","$667,131",1.01%,"-$13,494",-1.98%,11
136,brampton,2020,August,"1,146","$676,950","$680,625",0.54%,"$10,125",1.51%,12
137,brampton,2020,July,"1,106","$662,425","$670,500",1.21%,"$11,888",1.8%,10
138,brampton,2020,June,861,"$661,637","$658,612",-0.45%,"$17,812",2.77%,10
139,brampton,2020,May,461,"$649,562","$640,800",-1.34%,"$11,488",1.82%,17
140,brampton,2020,April,222,"$634,037","$629,312",-0.74%,"-$32,038",-4.84%,17
141,brampton,2020,March,704,"$633,950","$661,350",4.32%,"$9,325",1.43%,5
142,brampton,2020,February,765,"$632,200","$652,025",3.13%,"$19,400",3.06%,6
143,brampton,2020,January,485,"$627,812","$632,625",0.76%,"$29,375",4.86%,11
144,brampton,2019,December,280,"$601,710","$603,250",0.25%,-$625,-0.1%,14
145,brampton,2019,November,619,"$607,537","$603,875",-0.6%,"$6,513",1.09%,16
146,brampton,2019,October,705,"$603,437","$597,362",-1%,"$6,956",1.17%,15
147,brampton,2019,September,709,"$590,784","$590,406",-0.06%,"$2,219",0.37%,16
148,brampton,2019,August,756,"$589,450","$588,187",-0.21%,"$1,775",0.3%,18
149,brampton,2019,July,791,"$587,937","$586,412",-0.25%,"-$5,513",-0.93%,14
