,City,Year,Month,Sold,List_price_avg,Sold_price_avg,above_below,monthly_change,monthly_change_per,days_on_mar
790,milton,2016,February,183,"$464,650","$468,512",0.83%,"$12,262",2.68%,11
791,milton,2016,January,123,"$453,825","$456,250",0.53%,"$2,000",0.44%,8
792,milton,2015,December,88,"$459,094","$454,250",-1.05%,"$19,734",4.54%,22
793,milton,2015,November,159,"$437,936","$434,516",-0.78%,"-$8,846",-1.99%,14
794,milton,2015,October,186,"$447,712","$443,362",-0.97%,"-$7,250",-1.6%,12
795,milton,2015,September,199,"$451,237","$450,612",-0.13%,"$19,337",4.48%,13
796,milton,2015,August,206,"$432,400","$431,275",-0.26%,"-$4,025",-0.92%,14
797,milton,2015,July,198,"$436,150","$435,300",-0.19%,"$18,988",4.56%,16
798,milton,2015,June,264,"$421,448","$416,312",-1.21%,"-$8,413",-1.98%,11
799,milton,2015,May,312,"$427,200","$424,725",-0.57%,$945,0.22%,11
800,milton,2015,April,281,"$424,011","$423,780",-0.05%,"$2,343",0.55%,12
801,milton,2015,March,210,"$418,878","$421,437",0.61%,"-$5,180",-1.21%,13
802,milton,2015,February,164,"$429,072","$426,617",-0.57%,"$44,455",11.63%,14
803,milton,2015,January,104,"$389,287","$382,162",-1.83%,"-$13,300",-3.36%,17
804,milton,2014,December,91,"$401,337","$395,462",-1.46%,"$3,150",0.8%,31
805,milton,2014,November,138,"$394,697","$392,312",-0.6%,"$3,812",0.98%,18
806,milton,2014,October,184,"$394,210","$388,500",-1.44%,"-$7,250",-1.83%,16
807,milton,2014,September,167,"$403,298","$395,750",-1.87%,"$14,888",3.9%,17
808,milton,2014,August,200,"$388,050","$380,862",-1.85%,"-$21,375",-5.31%,19
809,milton,2014,July,229,"$407,762","$402,237",-1.35%,"$4,737",1.19%,20
810,milton,2014,June,244,"$403,650","$397,500",-1.52%,"$5,438",1.38%,16
811,milton,2014,May,287,"$396,587","$392,062",-1.14%,"$3,400",0.87%,16
812,milton,2014,April,265,"$390,537","$388,662",-0.48%,"$14,100",3.76%,16
813,milton,2014,March,206,"$378,786","$374,562",-1.11%,"-$9,188",-2.39%,14
814,milton,2014,February,132,"$391,975","$383,750",-2.09%,-$375,-0.09%,17
815,milton,2014,January,93,"$389,299","$384,125",-1.32%,"-$1,112",-0.28%,25
816,milton,2013,December,92,"$393,323","$385,237",-2.05%,"$8,681",2.3%,29
817,milton,2013,November,138,"$380,280","$376,556",-0.97%,"$5,556",1.49%,22
818,milton,2013,October,180,"$378,750","$371,000",-2.04%,"-$6,687",-1.77%,21
819,milton,2013,September,162,"$383,912","$377,687",-1.62%,"-$14,438",-3.68%,20
820,milton,2013,August,179,"$401,537","$392,125",-2.34%,"$17,313",4.61%,26
821,milton,2013,July,208,"$378,325","$374,812",-0.92%,"-$11,938",-3.08%,19
822,milton,2013,June,213,"$394,462","$386,750",-1.95%,"$11,513",3.06%,20
823,milton,2013,May,229,"$380,937","$375,237",-1.49%,"$13,200",3.64%,21
824,milton,2013,April,231,"$364,425","$362,037",-0.65%,"-$3,413",-0.93%,17
825,milton,2013,March,188,"$368,075","$365,450",-0.71%,"-$2,126",-0.57%,12
826,milton,2013,February,164,"$369,800","$367,576",-0.6%,-$836,-0.22%,20
827,milton,2013,January,121,"$372,850","$368,412",-1.19%,"$80,537",27.97%,17
828,milton,2012,December,82,"$293,075","$287,875",-1.77%,"-$52,000",-15.29%,25
829,milton,2012,November,137,"$345,962","$339,875",-1.75%,"$53,626",18.73%,20
830,milton,2012,October,113,"$292,074","$286,249",-1.99%,"-$59,188",-17.13%,10
831,milton,2012,September,135,"$350,525","$345,437",-1.45%,"-$25,425",-6.85%,15
832,milton,2012,August,54,"$376,125","$370,862",-1.39%,"$1,162",0.31%,17
833,milton,2012,July,121,"$375,345","$369,700",-1.5%,"$12,725",3.56%,17
834,milton,2012,June,206,"$361,100","$356,975",-1.14%,"-$5,650",-1.55%,15
835,milton,2012,May,229,"$366,600","$362,625",-1.08%,"$1,263",0.34%,16
836,milton,2012,April,231,"$365,562","$361,362",-1.14%,"$2,887",0.8%,11
837,milton,2012,March,215,"$357,737","$358,475",0.2%,"$2,263",0.63%,12
838,milton,2012,February,172,"$358,648","$356,212",-0.67%,"$9,587",2.76%,21
839,milton,2012,January,101,"$350,675","$346,625",-1.15%,"$346,625",0%,29
840,mississauga,2021,December,512,"$943,061","$1,055,312",11.9%,"$60,287",6.05%,6
841,mississauga,2021,November,786,"$907,475","$995,025",9.64%,"$17,900",1.83%,6
842,mississauga,2021,October,965,"$896,924","$977,125",8.94%,"$34,638",3.67%,7
843,mississauga,2021,September,874,"$881,975","$942,487",6.86%,"$19,550",2.11%,7
844,mississauga,2021,August,806,"$867,062","$922,937",6.44%,"$8,062",0.88%,9
845,mississauga,2021,July,842,"$869,924","$914,875",5.16%,"$21,500",2.4%,9
846,mississauga,2021,June,971,"$865,473","$893,375",3.22%,"-$9,750",-1.07%,8
847,mississauga,2021,May,"1,063","$858,197","$903,125",5.23%,"-$2,437",-0.26%,7
848,mississauga,2021,April,"1,168","$856,824","$905,562",5.68%,"-$9,438",-1.03%,6
849,mississauga,2021,March,"1,374","$856,862","$915,000",6.78%,"$18,625",2.07%,5
850,mississauga,2021,February,"1,027","$829,461","$896,375",8.06%,"$23,938",2.74%,6
851,mississauga,2021,January,614,"$823,474","$872,437",5.94%,"$62,063",7.65%,9
852,mississauga,2020,December,604,"$804,462","$810,374",0.73%,"$12,624",1.58%,12
853,mississauga,2020,November,771,"$791,675","$797,750",0.76%,"$6,438",0.81%,13
854,mississauga,2020,October,864,"$787,159","$791,312",0.52%,"$10,375",1.32%,11
855,mississauga,2020,September,996,"$765,101","$780,937",2.06%,"-$7,541",-0.95%,10
856,mississauga,2020,August,912,"$781,450","$788,478",0.89%,"$17,541",2.27%,10
857,mississauga,2020,July,975,"$771,950","$770,937",-0.13%,"$1,937",0.25%,10
858,mississauga,2020,June,685,"$762,200","$769,000",0.89%,"$35,875",4.89%,9
859,mississauga,2020,May,407,"$748,463","$733,125",-2.04%,$350,0.04%,14
860,mississauga,2020,April,236,"$752,112","$732,775",-2.57%,"-$46,225",-5.93%,14
861,mississauga,2020,March,721,"$752,087","$779,000",3.57%,$0,0%,6
862,mississauga,2020,February,681,"$754,800","$779,000",3.2%,"$35,313",4.74%,6
863,mississauga,2020,January,427,"$745,209","$743,687",-0.2%,"$21,150",2.92%,10
864,mississauga,2019,December,340,"$730,787","$722,537",-1.12%,"$15,425",2.18%,16
865,mississauga,2019,November,582,"$708,950","$707,112",-0.25%,"$4,876",0.69%,14
866,mississauga,2019,October,767,"$707,550","$702,236",-0.75%,"$2,236",0.31%,13
867,mississauga,2019,September,727,"$701,949","$700,000",-0.27%,"$8,088",1.16%,13
868,mississauga,2019,August,714,"$699,049","$691,912",-1.02%,"$5,537",0.8%,15
869,mississauga,2019,July,615,"$693,437","$686,375",-1.01%,"-$7,500",-1.08%,14
870,mississauga,2019,June,798,"$696,861","$693,875",-0.42%,"$4,688",0.68%,13
871,mississauga,2019,May,972,"$692,975","$689,187",-0.54%,"-$1,063",-0.15%,11
872,mississauga,2019,April,848,"$696,837","$690,250",-0.94%,"$22,013",3.29%,11
873,mississauga,2019,March,666,"$670,000","$668,237",-0.26%,"$6,950",1.05%,10
874,mississauga,2019,February,377,"$665,323","$661,287",-0.6%,$287,0.04%,12
875,mississauga,2019,January,375,"$674,675","$661,000",-2.02%,"$20,125",3.14%,16
876,mississauga,2018,December,329,"$660,315","$640,875",-2.94%,"-$9,250",-1.42%,24
877,mississauga,2018,November,562,"$657,475","$650,125",-1.11%,"$2,625",0.4%,18
878,mississauga,2018,October,641,"$658,075","$647,500",-1.6%,"-$4,500",-0.69%,17
879,mississauga,2018,September,566,"$659,198","$652,000",-1.09%,"$11,375",1.77%,14
880,mississauga,2018,August,653,"$649,575","$640,625",-1.37%,"-$9,625",-1.48%,19
881,mississauga,2018,July,600,"$657,250","$650,250",-1.06%,$63,0%,19
882,mississauga,2018,June,766,"$659,499","$650,187",-1.41%,"$3,562",0.55%,14
883,mississauga,2018,May,878,"$652,824","$646,625",-0.94%,"-$10,437",-1.58%,13
884,mississauga,2018,April,753,"$664,550","$657,062",-1.12%,"-$1,188",-0.18%,13
885,mississauga,2018,March,733,"$667,462","$658,250",-1.38%,"$13,088",2.02%,11
886,mississauga,2018,February,443,"$658,149","$645,162",-1.97%,"$22,050",3.53%,13
887,mississauga,2018,January,368,"$633,308","$623,112",-1.6%,"$11,487",1.87%,29
888,mississauga,2017,December,391,"$627,060","$611,625",-2.46%,"-$19,298",-3.05%,19
889,mississauga,2017,November,690,"$644,962","$630,923",-2.17%,"$11,423",1.84%,18
890,mississauga,2017,October,573,"$633,962","$619,500",-2.28%,"-$10,000",-1.58%,19
891,mississauga,2017,September,449,"$638,687","$629,500",-1.43%,"$14,125",2.29%,16
892,mississauga,2017,August,460,"$630,937","$615,375",-2.46%,"-$20,750",-3.26%,20
893,mississauga,2017,July,426,"$649,320","$636,125",-2.03%,$617,0.09%,17
894,mississauga,2017,June,659,"$633,735","$635,508",0.27%,"-$31,429",-4.71%,12
895,mississauga,2017,May,962,"$650,200","$666,937",2.57%,"-$59,313",-8.16%,8
896,mississauga,2017,April,"1,076","$644,678","$726,250",12.65%,"$11,750",1.64%,6
897,mississauga,2017,March,"1,043","$630,825","$714,500",13.26%,"$29,188",4.25%,6
898,mississauga,2017,February,791,"$610,675","$685,312",12.22%,"$43,300",6.74%,6
899,mississauga,2017,January,516,"$603,212","$642,012",6.43%,"$34,637",5.7%,7
900,mississauga,2016,December,478,"$592,362","$607,375",2.53%,"$6,938",1.15%,11
901,mississauga,2016,November,735,"$587,000","$600,437",2.28%,"$17,250",2.95%,10
902,mississauga,2016,October,805,"$567,336","$583,187",2.79%,"$13,437",2.35%,9
903,mississauga,2016,September,822,"$545,425","$569,750",4.45%,"$2,727",0.48%,11
904,mississauga,2016,August,928,"$548,662","$567,023",3.34%,"$8,273",1.48%,11
905,mississauga,2016,July,749,"$549,425","$558,750",1.69%,$0,0%,11
906,mississauga,2016,June,"1,353","$545,460","$558,750",2.43%,"$5,250",0.94%,10
907,mississauga,2016,May,"1,351","$533,675","$553,500",3.71%,"$15,100",2.8%,9
908,mississauga,2016,April,"1,264","$523,700","$538,400",2.8%,"$13,275",2.52%,10
909,mississauga,2016,March,"1,099","$517,924","$525,125",1.39%,"$16,375",3.21%,11
910,mississauga,2016,February,815,"$503,650","$508,750",1.01%,"$13,175",2.65%,12
911,mississauga,2016,January,527,"$499,800","$495,575",-0.84%,"$13,575",2.81%,15
912,mississauga,2015,December,536,"$493,850","$482,000",-2.39%,"-$4,250",-0.87%,23
913,mississauga,2015,November,776,"$491,073","$486,250",-0.98%,"-$7,000",-1.41%,18
914,mississauga,2015,October,938,"$494,687","$493,250",-0.29%,"$7,213",1.48%,16
915,mississauga,2015,September,887,"$490,325","$486,037",-0.87%,"$1,787",0.36%,16
916,mississauga,2015,August,893,"$489,662","$484,250",-1.1%,"$2,463",0.51%,16
917,mississauga,2015,July,"1,069","$483,675","$481,787",-0.39%,"-$7,200",-1.47%,16
918,mississauga,2015,June,"1,282","$490,925","$488,987",-0.39%,"$1,667",0.34%,13
919,mississauga,2015,May,"1,261","$488,200","$487,320",-0.18%,"$6,920",1.44%,13
920,mississauga,2015,April,"1,231","$480,436","$480,400",0%,-$412,-0.08%,12
921,mississauga,2015,March,924,"$480,748","$480,812",0.01%,"$15,812",3.4%,13
922,mississauga,2015,February,626,"$462,187","$465,000",0.6%,"$11,499",2.53%,15
923,mississauga,2015,January,525,"$457,437","$453,501",-0.86%,"$7,751",1.73%,18
924,mississauga,2014,December,435,"$452,087","$445,750",-1.4%,"-$7,937",-1.74%,22
925,mississauga,2014,November,581,"$459,797","$453,687",-1.32%,"$6,375",1.42%,20
926,mississauga,2014,October,610,"$458,425","$447,312",-2.42%,$159,0.03%,18
927,mississauga,2014,September,783,"$451,125","$447,153",-0.88%,$91,0.02%,18
928,mississauga,2014,August,820,"$455,037","$447,062",-1.75%,"$3,462",0.78%,19
929,mississauga,2014,July,"1,041","$452,375","$443,600",-1.93%,"-$3,137",-0.7%,17
930,mississauga,2014,June,"1,139","$452,200","$446,737",-1.2%,-$188,-0.04%,15
931,mississauga,2014,May,"1,130","$450,412","$446,925",-0.77%,"$1,190",0.26%,15
932,mississauga,2014,April,960,"$448,050","$445,735",-0.51%,"$7,848",1.79%,14
933,mississauga,2014,March,786,"$442,150","$437,887",-0.96%,"$4,887",1.12%,13
934,mississauga,2014,February,658,"$439,896","$433,000",-1.56%,$0,0%,14
935,mississauga,2014,January,507,"$442,424","$433,000",-2.13%,"$14,625",3.49%,21
936,mississauga,2013,December,437,"$424,662","$418,375",-1.48%,"-$3,375",-0.8%,24
937,mississauga,2013,November,722,"$429,425","$421,750",-1.78%,"$6,875",1.65%,21
938,mississauga,2013,October,771,"$422,337","$414,875",-1.76%,"-$5,000",-1.19%,19
939,mississauga,2013,September,862,"$429,125","$419,875",-2.15%,"$11,438",2.8%,18
940,mississauga,2013,August,832,"$418,412","$408,437",-2.38%,"-$8,375",-2%,20
941,mississauga,2013,July,598,"$425,562","$416,812",-2.05%,"-$5,938",-1.4%,19
942,mississauga,2013,June,"1,067","$430,925","$422,750",-1.89%,"$9,313",2.25%,18
943,mississauga,2013,May,"1,203","$420,900","$413,437",-1.77%,"-$4,325",-1.03%,16
944,mississauga,2013,April,"1,097","$425,550","$417,762",-1.83%,"$2,762",0.66%,15
945,mississauga,2013,March,902,"$421,150","$415,000",-1.46%,"$1,125",0.27%,16
946,mississauga,2013,February,637,"$422,862","$413,875",-2.12%,"$9,238",2.28%,17
947,mississauga,2013,January,570,"$411,137","$404,637",-1.58%,"$10,950",2.78%,25
948,mississauga,2012,December,401,"$406,912","$393,687",-3.25%,"-$6,563",-1.63%,28
949,mississauga,2012,November,605,"$408,037","$400,250",-1.9%,"-$1,187",-0.29%,21
950,mississauga,2012,October,760,"$409,900","$401,437",-2.06%,"$1,250",0.31%,21
951,mississauga,2012,September,713,"$408,700","$400,187",-2.08%,"-$5,063",-1.24%,20
952,mississauga,2012,August,750,"$415,671","$405,250",-2.5%,"$8,150",2.05%,21
953,mississauga,2012,July,872,"$403,512","$397,100",-1.58%,"-$4,575",-1.13%,19
954,mississauga,2012,June,847,"$404,249","$401,675",-0.63%,"-$5,925",-1.45%,14
955,mississauga,2012,May,"1,187","$411,362","$407,600",-0.91%,"$2,975",0.73%,14
956,mississauga,2012,April,"1,122","$408,087","$404,625",-0.84%,"$9,366",2.36%,14
957,mississauga,2012,March,"1,042","$398,562","$395,259",-0.82%,"-$1,241",-0.31%,12
958,mississauga,2012,February,666,"$402,423","$396,500",-1.47%,"$15,250",4%,13
959,mississauga,2012,January,570,"$387,412","$381,250",-1.59%,"$381,250",0%,17
960,oakville,2021,December,165,"$1,089,462","$1,189,487",9.18%,"$81,112",7.31%,7
961,oakville,2021,November,302,"$996,150","$1,108,375",11.26%,"-$6,875",-0.61%,6
962,oakville,2021,October,324,"$1,032,073","$1,115,250",8.05%,"$22,375",2.04%,6
963,oakville,2021,September,312,"$1,029,347","$1,092,875",6.17%,"$33,625",3.17%,6
964,oakville,2021,August,282,"$1,024,447","$1,059,250",3.39%,"$52,163",5.17%,8
965,oakville,2021,July,315,"$966,434","$1,007,087",4.2%,"-$11,850",-1.16%,8
966,oakville,2021,June,395,"$981,075","$1,018,937",3.85%,"$9,062",0.89%,8
967,oakville,2021,May,431,"$958,293","$1,009,875",5.38%,"$12,125",1.21%,6
968,oakville,2021,April,545,"$968,900","$997,750",2.97%,"-$20,000",-1.96%,7
969,oakville,2021,March,632,"$948,700","$1,017,750",7.27%,"$15,563",1.55%,6
970,oakville,2021,February,496,"$915,309","$1,002,187",9.49%,"$46,312",4.84%,7
971,oakville,2021,January,269,"$924,312","$955,875",3.41%,"$56,369",6.26%,12
972,oakville,2020,December,229,"$907,311","$899,506",-0.86%,"$32,594",3.75%,17
973,oakville,2020,November,332,"$878,222","$866,912",-1.28%,-$276,-0.03%,14
974,oakville,2020,October,388,"$870,298","$867,188",-0.35%,"-$12,687",-1.44%,12
975,oakville,2020,September,404,"$890,150","$879,875",-1.15%,"$11,313",1.3%,13
976,oakville,2020,August,427,"$863,550","$868,562",0.58%,"$22,437",2.65%,13
977,oakville,2020,July,424,"$847,973","$846,125",-0.21%,"-$11,500",-1.34%,13
978,oakville,2020,June,349,"$870,944","$857,625",-1.52%,"$55,375",6.9%,10
979,oakville,2020,May,160,"$817,947","$802,250",-1.91%,"$14,763",1.87%,23
980,oakville,2020,April,109,"$798,562","$787,487",-1.38%,"-$35,263",-4.28%,17
981,oakville,2020,March,306,"$810,837","$822,750",1.46%,"$1,821",0.22%,8
982,oakville,2020,February,331,"$818,412","$820,929",0.3%,"$19,454",2.42%,8
983,oakville,2020,January,209,"$805,486","$801,475",-0.49%,"$8,950",1.12%,14
984,oakville,2019,December,147,"$809,687","$792,525",-2.11%,"$24,138",3.14%,26
985,oakville,2019,November,257,"$785,461","$768,387",-2.17%,"$3,012",0.39%,15
986,oakville,2019,October,279,"$778,881","$765,375",-1.73%,"$11,625",1.54%,17
987,oakville,2019,September,241,"$766,562","$753,750",-1.67%,"$20,325",2.77%,19
988,oakville,2019,August,250,"$745,150","$733,425",-1.57%,"-$28,075",-3.68%,21
989,oakville,2019,July,324,"$782,573","$761,500",-2.69%,"$41,350",5.74%,22
990,oakville,2019,June,250,"$739,087","$720,150",-2.56%,"-$25,600",-3.43%,17
991,oakville,2019,May,373,"$758,587","$745,750",-1.69%,"$12,000",1.63%,18
992,oakville,2019,April,353,"$751,808","$733,750",-2.4%,"-$20,125",-2.66%,17
993,oakville,2019,March,275,"$769,200","$753,875",-1.99%,"$51,188",7.28%,18
994,oakville,2019,February,157,"$717,200","$702,687",-2.02%,"-$34,400",-4.66%,17
995,oakville,2019,January,163,"$756,750","$737,087",-2.59%,"$30,962",4.38%,28
996,oakville,2018,December,119,"$737,700","$706,125",-4.28%,"-$22,750",-3.12%,32
997,oakville,2018,November,187,"$756,687","$728,875",-3.67%,"$5,625",0.77%,23
998,oakville,2018,October,240,"$742,787","$723,250",-2.63%,"-$29,750",-3.95%,23
999,oakville,2018,September,221,"$776,661","$753,000",-3.04%,"$17,625",2.39%,17
1000,oakville,2018,August,249,"$755,925","$735,375",-2.71%,"$7,188",0.98%,26
1001,oakville,2018,July,251,"$744,362","$728,187",-2.17%,"-$1,688",-0.23%,26
1002,oakville,2018,June,300,"$749,337","$729,875",-2.59%,"$10,688",1.48%,20
1003,oakville,2018,May,318,"$742,687","$719,187",-3.16%,$375,0.05%,20
1004,oakville,2018,April,281,"$740,325","$718,812",-2.9%,"$1,625",0.22%,17
1005,oakville,2018,March,271,"$734,304","$717,187",-2.33%,"-$10,875",-1.49%,14
1006,oakville,2018,February,222,"$748,173","$728,062",-2.68%,"$32,062",4.6%,17
1007,oakville,2018,January,132,"$724,100","$696,000",-3.88%,"$5,250",0.76%,35
1008,oakville,2017,December,139,"$703,699","$690,750",-1.84%,"-$7,500",-1.07%,27
1009,oakville,2017,November,241,"$723,787","$698,250",-3.52%,"-$3,812",-0.54%,22
1010,oakville,2017,October,218,"$725,323","$702,062",-3.2%,"-$26,813",-3.67%,23
1011,oakville,2017,September,179,"$758,850","$728,875",-3.95%,"$49,250",7.24%,21
1012,oakville,2017,August,178,"$696,061","$679,625",-2.36%,"-$22,862",-3.25%,21
1013,oakville,2017,July,137,"$717,425","$702,487",-2.08%,"-$28,888",-3.94%,21
1014,oakville,2017,June,217,"$748,600","$731,375",-2.3%,"-$5,812",-0.78%,18
1015,oakville,2017,May,307,"$725,125","$737,187",1.66%,"-$66,075",-8.22%,12
1016,oakville,2017,April,408,"$730,800","$803,262",9.91%,"-$42,863",-5.06%,7
1017,oakville,2017,March,456,"$781,686","$846,125",8.24%,"$36,737",4.53%,8
1018,oakville,2017,February,331,"$755,348","$809,388",7.15%,"$102,290",14.46%,7
1019,oakville,2017,January,188,"$667,230","$707,098",5.97%,"$22,314",3.25%,9
1020,oakville,2016,December,163,"$668,180","$684,784",2.48%,"-$6,716",-0.97%,13
1021,oakville,2016,November,290,"$676,975","$691,500",2.14%,"-$16,625",-2.34%,14
1022,oakville,2016,October,311,"$706,925","$708,125",0.16%,"$22,138",3.22%,12
1023,oakville,2016,September,288,"$683,950","$685,987",0.29%,"$42,137",6.54%,12
1024,oakville,2016,August,278,"$631,550","$643,850",1.94%,"-$9,100",-1.39%,13
1025,oakville,2016,July,215,"$662,970","$652,950",-1.51%,"$1,202",0.18%,14
1026,oakville,2016,June,466,"$618,648","$651,748",5.35%,"-$4,089",-0.62%,13
1027,oakville,2016,May,497,"$628,562","$655,837",4.33%,"$5,675",0.87%,12
1028,oakville,2016,April,493,"$630,212","$650,162",3.16%,"$19,112",3.02%,13
1029,oakville,2016,March,355,"$624,422","$631,050",1.06%,"$40,250",6.81%,12
1030,oakville,2016,February,295,"$587,449","$590,800",0.57%,"$4,675",0.79%,12
1031,oakville,2016,January,174,"$593,425","$586,125",-1.23%,"$33,700",6.1%,17
1032,oakville,2015,December,134,"$561,443","$552,425",-1.6%,"-$3,825",-0.68%,28
1033,oakville,2015,November,232,"$564,781","$556,250",-1.51%,"$24,625",4.63%,24
1034,oakville,2015,October,282,"$537,687","$531,625",-1.12%,"-$3,250",-0.6%,15
1035,oakville,2015,September,291,"$539,850","$534,875",-0.92%,"-$1,362",-0.25%,16
1036,oakville,2015,August,262,"$542,062","$536,237",-1.07%,"-$14,188",-2.57%,20
1037,oakville,2015,July,329,"$550,911","$550,425",-0.08%,"$6,425",1.18%,18
1038,oakville,2015,June,399,"$552,150","$544,000",-1.47%,"$6,375",1.18%,17
1039,oakville,2015,May,424,"$535,925","$537,625",0.31%,"-$19,125",-3.43%,15
1040,oakville,2015,April,360,"$565,848","$556,750",-1.6%,"$10,563",1.93%,17
1041,oakville,2015,March,302,"$555,762","$546,187",-1.72%,"-$8,163",-1.47%,15
1042,oakville,2015,February,210,"$552,162","$554,350",0.39%,"$52,400",10.43%,16
1043,oakville,2015,January,160,"$504,662","$501,950",-0.53%,"-$2,986",-0.59%,20
1044,oakville,2014,December,122,"$515,411","$504,936",-2.03%,"-$15,176",-2.91%,27
1045,oakville,2014,November,175,"$530,837","$520,112",-2.02%,"-$12,197",-2.29%,21
1046,oakville,2014,October,244,"$539,050","$532,309",-1.25%,"$27,597",5.46%,25
1047,oakville,2014,September,241,"$514,512","$504,712",-1.9%,"$9,087",1.83%,17
1048,oakville,2014,August,244,"$509,675","$495,625",-2.75%,"-$7,737",-1.53%,23
1049,oakville,2014,July,274,"$510,675","$503,362",-1.43%,"$1,751",0.34%,18
1050,oakville,2014,June,325,"$510,587","$501,611",-1.75%,"-$6,514",-1.28%,19
1051,oakville,2014,May,393,"$515,087","$508,125",-1.35%,$125,0.02%,17
1052,oakville,2014,April,353,"$504,175","$508,000",0.75%,"$5,500",1.09%,18
1053,oakville,2014,March,277,"$499,600","$502,500",0.58%,"$21,750",4.52%,15
1054,oakville,2014,February,233,"$485,550","$480,750",-0.98%,"-$20,168",-4.02%,18
1055,oakville,2014,January,142,"$508,468","$500,918",-1.48%,"-$14,144",-2.74%,15
1056,oakville,2013,December,116,"$526,962","$515,062",-2.25%,"$21,137",4.27%,27
1057,oakville,2013,November,177,"$507,562","$493,925",-2.68%,"$14,300",2.98%,23
1058,oakville,2013,October,230,"$489,200","$479,625",-1.95%,"$17,782",3.85%,26
1059,oakville,2013,September,254,"$469,337","$461,843",-1.59%,"-$37,407",-7.49%,19
1060,oakville,2013,August,223,"$508,625","$499,250",-1.84%,"$19,750",4.11%,24
1061,oakville,2013,July,228,"$488,050","$479,500",-1.75%,"$7,375",1.56%,25
1062,oakville,2013,June,269,"$478,675","$472,125",-1.36%,"$11,750",2.55%,23
1063,oakville,2013,May,309,"$470,666","$460,375",-2.18%,"-$9,375",-1.99%,20
1064,oakville,2013,April,285,"$475,275","$469,750",-1.16%,"$9,238",2%,23
1065,oakville,2013,March,245,"$464,000","$460,512",-0.75%,"-$2,050",-0.44%,16
1066,oakville,2013,February,159,"$467,787","$462,562",-1.11%,"$28,812",6.64%,20
1067,oakville,2013,January,66,"$442,686","$433,750",-2.01%,"$20,650",4.99%,15
1068,oakville,2012,December,44,"$419,675","$413,100",-1.56%,"-$24,525",-5.6%,17
1069,oakville,2012,November,168,"$450,350","$437,625",-2.82%,"$7,500",1.74%,20
1070,oakville,2012,October,236,"$437,412","$430,125",-1.66%,"-$1,075",-0.24%,24
1071,oakville,2012,September,214,"$440,900","$431,200",-2.2%,"-$14,050",-3.15%,19
1072,oakville,2012,August,223,"$455,587","$445,250",-2.26%,"-$2,725",-0.6%,25
1073,oakville,2012,July,227,"$456,500","$447,975",-1.86%,$225,0.05%,23
1074,oakville,2012,June,313,"$449,448","$447,750",-0.37%,"-$2,625",-0.58%,16
1075,oakville,2012,May,404,"$459,037","$450,375",-1.88%,"-$8,597",-1.87%,17
1076,oakville,2012,April,399,"$461,050","$458,972",-0.45%,"$4,222",0.92%,18
1077,oakville,2012,March,325,"$461,650","$454,750",-1.49%,"$26,963",6.3%,17
1078,oakville,2012,February,263,"$436,450","$427,787",-1.98%,"$13,325",3.21%,16
1079,oakville,2012,January,149,"$419,162","$414,462",-1.12%,"$414,462",0%,15
1080,oshawa,2021,December,187,"$584,561","$715,025",22.31%,"$16,400",2.34%,6
1081,oshawa,2021,November,344,"$562,387","$698,625",24.22%,"$96,250",15.97%,8
1082,oshawa,2021,October,318,"$519,474","$602,375",15.95%,"-$55,812",-8.47%,8
1083,oshawa,2021,September,307,"$572,199","$658,187",15.02%,"$39,412",6.36%,9
1084,oshawa,2021,August,323,"$531,187","$618,775",16.48%,"$5,525",0.9%,8
1085,oshawa,2021,July,292,"$523,674","$613,250",17.1%,"-$12,999",-2.07%,11
1086,oshawa,2021,June,452,"$549,724","$626,249",13.92%,"$12,374",2.01%,9
1087,oshawa,2021,May,484,"$535,925","$613,875",14.54%,$403,0.06%,7
1088,oshawa,2021,April,506,"$535,950","$613,472",14.46%,"$43,258",7.58%,7
1089,oshawa,2021,March,586,"$489,950","$570,214",16.38%,"-$6,334",-1.09%,5
1090,oshawa,2021,February,416,"$482,712","$576,548",19.43%,"-$7,702",-1.31%,7
1091,oshawa,2021,January,214,"$506,087","$584,250",15.44%,"$40,500",7.44%,7
1092,oshawa,2020,December,199,"$478,724","$543,750",13.58%,"$44,875",8.99%,8
1093,oshawa,2020,November,327,"$451,199","$498,875",10.56%,"-$6,575",-1.3%,7
1094,oshawa,2020,October,370,"$471,712","$505,450",7.15%,"$24,701",5.13%,8
1095,oshawa,2020,September,401,"$424,934","$480,749",13.13%,"-$4,376",-0.9%,10
1096,oshawa,2020,August,424,"$456,449","$485,125",6.28%,"$8,375",1.75%,9
1097,oshawa,2020,July,397,"$457,050","$476,750",4.31%,"$9,500",2.03%,11
1098,oshawa,2020,June,341,"$447,200","$467,250",4.48%,"$54,888",13.31%,10
1099,oshawa,2020,May,249,"$411,087","$412,362",0.31%,"-$10,494",-2.48%,13
1100,oshawa,2020,April,150,"$425,925","$422,856",-0.72%,"-$26,331",-5.86%,14
1101,oshawa,2020,March,298,"$426,336","$449,187",5.35%,"-$8,313",-1.81%,8
1102,oshawa,2020,February,307,"$442,325","$457,500",3.43%,"$65,688",16.76%,10
1103,oshawa,2020,January,183,"$392,322","$391,812",-0.12%,"-$22,863",-5.51%,19
1104,oshawa,2019,December,139,"$427,087","$414,675",-2.9%,"$37,613",9.97%,17
1105,oshawa,2019,November,105,"$376,950","$377,062",0.02%,"-$24,188",-6.02%,21
