,Price,Beds,Baths,Address,Postal_Code,City,Latitude,Longitude,Cluster
1175,678888,3,2,8 Rean Dr 1801,M2K 0A4,North York ,43.7797,-79.3813,2
1177,1599900,2,3,88 Cumberland St 2302,L4N 3K6,Barrie,44.3572,-79.6929,2
1179,1188800,4,3,2136 Bayview Ave,M2N 4S5,Willowdale,43.7673,-79.4111,2
1180,1029900,2,2,19 Grand Trunk Cres 1611,M5V 3L9,Toronto,43.6404,-79.3995,1
1181,599900,1,1,78 Harrison Garden Blvd 1505,M2N 0C2,Willowdale,43.7673,-79.4111,2
1182,1048000,3,2,5444 Yonge St 1703,M2N 5R6,Willowdale,43.7673,-79.4111,2
1183,739000,2,2,11 Lillian St 1208,M4S 2H3,Toronto,43.702,-79.3853,1
1184,599800,2,1,70 Queens Wharf Rd 2601,M5V 2V6,Toronto,43.6404,-79.3995,0
1185,499000,1,1,20 Bruyeres Mews 305,M5V 0G7,Toronto,43.6404,-79.3995,3
1186,745000,2,2,38 Forest Manor Rd 320,M2J 1M4,North York ,43.7801,-79.3479,1
1187,549000,1,1,231 Fort York Blvd 1708,M5V 1A9,Toronto,43.6404,-79.3995,1
1188,999000,1,2,60 Bathurst St 504,M5V 2V5,Toronto,43.6404,-79.3995,0
1190,499900,1,1,68 Abell St 536,M6J 0A9,Toronto,43.648,-79.4177,3
1191,699000,5,2,54 Madison Ave,M5T 2E9,Toronto,43.6541,-79.3978,1
1193,1389000,5,4,170 Greenbriar Rd,L9K 0C3,Ancaster,43.225,-79.9427,2
1194,1100000,5,4,24 Blackburn Lane,L9B 2X5,Hamilton,43.2055,-79.9004,2
1195,399900,2,1,709 Kingston Mills Rd,K7L 4V3,Kingston,44.2955,-76.428,1
1196,1000000,6,5,115 Gay Cres,N2A 2C4,Kitchener,43.4413,-80.4246,3
1197,599000,4,2,97 Churchill St,K7M 2J9,Kingston,44.2411,-76.5788,0
1199,799999,4,2,91 Barons Ave,L8K 1V8,Hamilton,43.2211,-79.7994,2
1200,799999,3,3,164 Silverthorne Dr,N3C 0G1,Cambridge,43.4389,-80.2649,3
1201,599500,3,2,21 Nova Dr,L8T 4Y4,Hamilton,43.2199,-79.8286,1
1203,885000,3,2,62 Nova Dr,L8T 4Y4,Hamilton,43.2199,-79.8286,3
1208,599999,4,2,5724 Arthur St,L2E 2E8,Niagara Falls ,43.0537,-79.1018,1
1210,1699000,6,4,9 Keys Cres,N1G,Guelph,43.5184,-80.2257,1
1211,899900,2,3,165 Division St 117,K7L 3M6,Kingston,44.2955,-76.428,1
1213,799999,3,1,51 Delmar Dr,L9C 1N4,Hamilton,43.2313,-79.9049,1
1215,599900,4,2,104 Cedar St,P3L 1T7,Greater Sudbury ,46.5942,-80.85,0
1216,1479000,6,5,2103 Baker Dr,L7L 0B9,Burlington,43.3799,-79.7668,3
1217,1128800,4,3,1117 Staghorn Crt,L5C 3V9,Mississauga,43.5624,-79.6504,0
1218,999888,4,5,2006 Trawden Way 9,L6M 0M1,Oakville,43.4464,-79.7593,1
1219,899999,8,2,310 Weston Rd,M6N,York,43.6748,-79.4839,3
1220,1599000,5,4,11 Eagle Rd,M8X 2Y4,Etobicoke,43.6518,-79.5076,1
1221,750000,3,1,71 Huntingwood Cres,L6S 1B6,Brampton,43.7379,-79.726,3
1222,1199900,3,3,2378 Dalebrook Dr,L6H 6K7,Oakville,43.4881,-79.7098,1
1223,1200000,6,4,32 Fuller Ave,M6R 1A6,Toronto,43.6469,-79.4521,1
1224,899000,4,3,30 Somerset Dr,L6Z 1C7,Brampton,43.7328,-79.7953,3
1225,1249000,3,3,1884 Briarcrook Cres,L4X 1V5,Mississauga,43.6178,-79.5786,0
1226,1300000,4,2,2390 Speyside Dr,L5K 1M1,Mississauga,43.5272,-79.6617,3
1227,999000,3,4,422 Marlatt Dr,L6H 5X5,Oakville,43.4881,-79.7098,0
1230,1589000,6,3,3204 Parkerhill Rd,L5B 1K8,Mississauga,43.5771,-79.6306,2
1232,1699000,4,3,1346 Ravine Dr,L5J 1Y8,Mississauga,43.5102,-79.6296,0
1234,2398000,5,3,2422 Robin Dr,L5K 2T0,Mississauga,43.5272,-79.6617,2
1235,1149000,5,4,16 Caliper Rd,L6P 3V8,Brampton,43.7942,-79.7021,1
1236,1749000,5,4,2128 Eighth Line,L6H 4L5,Oakville,43.4881,-79.7098,2
1238,1249900,4,3,25 Leadenhall Rd,L6P 1A1,Brampton,43.7942,-79.7021,2
1241,1099000,4,4,136 Calm Waters Cres,L6V 4T3,Brampton,43.7059,-79.7626,1
1243,2899000,5,5,6 Davick Dr,M8W 2B3,Etobicoke,43.6021,-79.5402,3
1244,1099000,5,4,36 Second St,M8V 1H5,Toronto,43.6075,-79.5013,2
1245,999990,5,3,21 Danesbury Cres,L6T 2Y9,Brampton,43.7196,-79.6854,2
1247,975000,4,4,29 Brushwood Cres,L4N 6A3,Barrie,44.3572,-79.6929,2
1248,750000,6,3,92 Lillian Cres,L4N 5H7,Barrie,44.3572,-79.6929,2
1249,999000,3,6,24 Noraline Ave,L0L 1X1,Lake Simcoe ,44.4548,-79.7352,2
1251,595000,4,2,29 Champlain Cres,N2B 2X5,Kitchener,43.4646,-80.4467,2
1252,699900,4,2,11 Rundle Cres,L4N 8V5,Barrie,44.3572,-79.6929,1
1253,879900,3,3,35 College Cres,L4M 4H5,Barrie,44.4001,-79.6663,2
1255,799900,4,2,12 Waddington Cres,L4N 8E1,Barrie,44.3572,-79.6929,3
1260,899000,3,2,12 Mill St,K9H 3P5,Peterborough,44.3245,-78.3184,3
1261,1499900,4,5,1019 Green St,K2J 2T2,Nepean,45.2691,-75.7518,2
1263,1100000,5,2,42 Millard Ave,L3Y 7R5,Newmarket,44.0565,-79.4555,1
1267,1499000,4,2,195 Gormley Rd,L4S 1N5,Richmond Hill ,43.8985,-79.4143,0
1268,1388000,6,3,8 Ingram Rd,L3S 1R4,Markham,43.8486,-79.2617,3
1271,1798888,4,3,26 Cupola Cres,L4H 3J8,Woodbridge,43.8432,-79.5644,0
1272,1299000,2,1,178 Lawrence Ave,K6H 1B2,Cornwall,45.0565,-74.6852,1
1273,1549000,4,3,33 Garnish Green,L3P 4B5,Markham,43.8769,-79.2686,0
1274,1288000,4,5,42 Kingshill Rd,L4E 4X5,Richmond Hill ,43.9394,-79.4349,2
1276,1288000,4,4,22 Fitzwilliam Ave,L4E 3B5,Richmond Hill ,43.9394,-79.4349,1
1277,999900,3,3,138 Jordanray Blvd,L3Y 0A3,Newmarket,44.0565,-79.4555,0
1278,619900,3,1,42 Coulson Ave,P6A 3Z5,Sault Ste. ,46.5168,-84.3333,0
1279,1399000,4,4,2428 Dress Circle Cres,L1L 0R1,Oshawa,43.9581,-78.8972,3
1280,1450000,7,4,1110 Ridgewood Crt,L1V 1J6,Pickering,43.8605,-79.1618,2
1281,899000,3,1,51 Wolverleigh Blvd,M4J 1M6,Toronto,43.6872,-79.3368,3
1282,999000,4,2,55 Curzon St,M4M 1L7,Toronto,43.6561,-79.3406,1
1283,649900,5,2,435 Addison St,L1H 6C9,Oshawa,43.9721,-78.8837,3
1284,999999,4,2,7 Ilfracombe Cres,M1R 2R9,Scarborough,43.7507,-79.3003,1
1285,1399000,3,3,792 Gerrard St,L8L 4J5,Hamilton,43.2783,-79.8344,3
1286,1099000,4,4,19 Willoughby Pl,L1C 3K2,Bowmanville,43.9714,-78.7095,2
1287,1249000,3,2,47 Epsom Ave,M4C 2C3,East York ,43.6913,-79.3116,1
1288,1199900,4,3,73 Virginia Ave,M4C 2V2,East York ,43.6913,-79.3116,3
1289,1188000,3,2,66 Shandon Dr,M1R 2L2,Scarborough,43.7507,-79.3003,2
1291,999000,4,2,805 Modlin Rd,L1W 1W7,Pickering,43.8197,-79.0803,2
1292,999000,5,2,32 Burningham Cres,L1S 6C9,Ajax,43.8404,-79.0251,1
1293,1249000,3,3,1804 Storrington St,L1V 2W8,Pickering,43.8605,-79.1618,2
1294,998000,4,2,40 Sydenham St,M5A 3E7,Toronto,43.6555,-79.3626,2
1295,1099000,5,2,484 Montrose Ave,M6G 1L6,Toronto,43.6683,-79.4205,2
1296,2988000,5,7,386 Connaught Ave,M2M 1V5,Willowdale,43.7915,-79.4103,2
1297,2995000,7,4,67 Pembroke St,M5A 1Z9,Toronto,43.6555,-79.3626,2
1298,1399000,5,2,73 Lorraine Dr,M2N 2B9,Willowdale,43.7673,-79.4111,3
1299,789000,3,3,14 Amos Dr 20,N1L 1R3,Guelph,43.516,-80.19,2
1300,689900,2,2,242 Rideau St 601,K1N 0A9,Ottawa,45.4289,-75.6844,3
1301,749900,2,2,1 Hurontario St 505,L5G 4V6,Mississauga,43.5647,-79.5852,2
1302,999900,3,2,6786 Mclaughlin Rd 111,L5W 1L9,Mississauga,43.6313,-79.7148,2
1303,999000,3,3,15 Sousa Mendes St 803,M6P,Toronto,43.6605,-79.4633,1
1304,659900,2,1,510 Curran Pl 2705,L5B 3R2,Mississauga,43.5771,-79.6306,3
1305,599000,2,2,17 Zorra St 2207,M8Z 1R6,Etobicoke,43.6256,-79.5231,3
1306,699900,2,2,60 Parrotta Dr 269,M9M 0B7,North York ,43.7366,-79.5401,3
1307,599900,1,1,3985 Grand Park Dr 301,L5B 4M6,Mississauga,43.5771,-79.6306,3
1308,640000,2,2,350 Rathburn Rd 904,M9B 2R5,Etobicoke,43.6505,-79.5517,2
1309,499000,1,1,270 Scarlett Rd 1206,M6N,York,43.6748,-79.4839,0
1310,897700,1,1,347 Sorauren Ave 117,M6R 2G6,Toronto,43.6469,-79.4521,0
1311,779888,2,2,5233 Dundas St 1226,L7L 0G2,Burlington,43.3799,-79.7668,1
1312,699900,3,2,2881 Windwood Dr 48,L5N 2S1,Mississauga,43.5924,-79.7611,3
1313,379000,1,1,2411 New St,L7R 1J2,Burlington,43.375,-79.8434,1
1316,639999,2,1,12 Woodstream Blvd 514,L4L 8C3,Woodbridge,43.8064,-79.5995,3
1317,658000,2,2,4600 Steeles Ave 718,M9L 1C8,North York ,43.7598,-79.5565,3
1319,599000,3,3,21 Livonia Pl 80,M1E 4C7,Scarborough,43.7678,-79.1866,1
1320,779000,3,2,1190 Dundas St 424,L7P 4C3,Burlington,43.3806,-79.886,3
1321,499900,2,2,66 Falby Crt #1503,L1S 1N4,Ajax,43.8404,-79.0251,1
1322,438000,2,1,5 Massey Sq 2318,M4C 5M9,East York ,43.6913,-79.3116,1
1323,615000,3,2,88 Corporate Dr 2513,M1H 3H8,Scarborough,43.7686,-79.2389,3
1324,679000,3,2,100 Burrows Hall Blvd 104,M1B 1M5,Scarborough,43.8113,-79.193,2
1326,850000,2,1,38 Iannuzzi St 905,M5V 0C8,Toronto,43.6404,-79.3995,2
1327,2685000,3,3,68 Yorkville Ave 505,M5R 1C1,Toronto,43.6736,-79.4035,1
1329,6600000,3,3,200 Cumberland St 3501,K1N 5K4,Ottawa,45.4289,-75.6844,1
1331,499900,1,1,20 Bruyeres Mews 313,M5V 0G7,Toronto,43.6404,-79.3995,2
1332,800000,2,2,1486 Bathurst St 401,M6C 1A6,York,43.6915,-79.4307,3
1333,599900,2,1,15 Greenview Ave 809,M2M 1A2,Willowdale,43.7915,-79.4103,3
1334,1199000,3,2,8 Eglinton Ave 511,M9R 3V7,Etobicoke,43.6898,-79.5582,2
1335,899000,3,2,11 Ruttan St 225,M6P,Toronto,43.6605,-79.4633,0
