,Price,Beds,Baths,Address,Postal_Code,City,Latitude,Longitude,Cluster
2119,469900,2,1,3520 Danforth Ave 512,M1L 1E3,Scarborough,43.7122,-79.2843,1
2120,799999,3,2,30 Meadowglen Pl 1007,M1H 3B7,Scarborough,43.7686,-79.2389,0
2121,649000,5,5,8 Crescent Town Rd 105,M4C 5M9,East York ,43.6913,-79.3116,1
2122,849000,2,2,34 Tubman Ave 1104,M5A 3H6,Toronto,43.6555,-79.3626,2
2123,999900,2,2,70 Distillery Lane 1902,M5A 3C4,Toronto,43.6555,-79.3626,0
2124,787888,2,2,38 Forest Manor Rd 217,M2J 1M4,North York ,43.7801,-79.3479,1
2125,1999000,2,3,18 William Carson Cres 510,M2P 2E3,North York ,43.75,-79.3978,3
2126,735888,2,1,115 Blue Jays Way 717,M5V 1J6,Toronto,43.6404,-79.3995,1
2127,828000,2,1,188 Cumberland St 2108,P7A 0A4,Thunder Bay ,48.4601,-89.2035,0
2128,799900,2,2,2 Clairtrell Rd 1106,M2N 3H5,Willowdale,43.7673,-79.4111,3
2129,1400000,3,2,11 Wellesley St 1705,L8R 2Y6,Hamilton,43.2726,-79.8792,2
2130,868000,2,1,171 East Liberty St 2207,M6K 3P8,Toronto,43.6383,-79.4301,3
2131,679000,2,1,155 Dalhousie St 736,M5B 2P7,Toronto,43.6572,-79.3783,3
2132,379000,2,1,88 Maple St,L2R 4N3,St. Catharines ,43.1419,-79.2966,2
2133,4799000,6,6,171 Millwood Pkwy,L4H 0X1,Woodbridge,43.8432,-79.5644,2
2134,1799000,5,2,73 Brinloor Blvd,M1M 3B1,Scarborough,43.7247,-79.2312,2
2135,1588000,4,3,47 Craigmore Cres,M2N 3B1,Willowdale,43.7673,-79.4111,3
2136,799900,8,4,60 Holton Ave,L8M 1K2,Hamilton,43.2441,-79.8359,3
2137,1100000,3,1,1736 Gore Rd,N3C 4V4,Cambridge,43.4389,-80.2649,1
2138,1999900,4,2,1240 Baldwin Dr,L6H 7T5,Oakville,43.4881,-79.7098,2
2139,1700000,6,5,35 Colleyville St,L6Z 0B1,Brampton,43.7328,-79.7953,3
2140,1299000,4,4,58 Mosley Cres,L6Y 5P3,Brampton,43.6249,-79.7876,3
2142,2099000,5,3,5 Fairleigh Cres,M6C 2E5,York,43.6915,-79.4307,0
2144,949900,2,2,251 Manitoba St 129,M8Y 4H5,Etobicoke,43.6325,-79.4939,1
2146,719900,2,1,4011 Brickstone Mews 4011,L5B 3R2,Mississauga,43.5771,-79.6306,3
2147,699000,2,1,251 Manitoba St 1706,M8Y 4H5,Etobicoke,43.6325,-79.4939,1
2149,799000,2,2,7 Carlton St 512,M5B 1L2,Toronto,43.6572,-79.3783,0
2150,714900,2,2,150 East Liberty St 1813,M6K 3P8,Toronto,43.6383,-79.4301,3
2151,699600,1,1,197 Yonge St 3603,M5C 3G7,Toronto,43.6513,-79.3756,0
2152,489900,3,1,4744 Park St,L2E 4B9,Niagara Falls ,43.0537,-79.1018,0
2154,990000,5,3,74 Mcdougall Rd,N2L 1W5,Waterloo,43.4715,-80.5454,1
2158,1825000,6,3,6 Garnet Ave,M6G 1T3,Toronto,43.6683,-79.4205,2
2159,899900,3,2,19 Terry Dr,M6N,York,43.6748,-79.4839,2
2160,1699000,2,3,103 Brant St 9,L8L 5W8,Hamilton,43.2783,-79.8344,2
2161,2598000,7,4,520 Durie St,M6S,Toronto,43.6512,-79.4828,1
2162,2500000,5,5,29 Adamsville Rd,L6X 0W5,Brampton,43.6665,-79.8054,1
2163,699000,3,2,10 Sandcliff Rd,M6N,York,43.6748,-79.4839,1
2164,4250000,3,1,9461 Creditview Rd,L6X 0H7,Brampton,43.6665,-79.8054,3
2165,2399000,8,6,54 John Carroll Dr,L6P 0A2,Brampton,43.7942,-79.7021,3
2166,1250000,4,3,6692 Highway 93,L0K 2E0,Lake Simcoe ,44.6233,-79.1235,1
2168,1369990,4,4,16 Parisian Cres,L4N 0G0,Barrie,44.3572,-79.6929,2
2169,779000,3,4,77 Girdwood Dr,L4N 9G4,Barrie,44.3572,-79.6929,0
2174,2288000,7,5,51 Ampezzo Ave,L4H 3J8,Woodbridge,43.8432,-79.5644,1
2175,4588800,4,6,16 Flatbush Ave,L4L 8J5,Woodbridge,43.8064,-79.5995,0
2176,5280000,8,5,11 Second St,M5J 1Z4,Toronto,43.623,-79.3936,1
2177,1538000,3,4,298 Aylesworth Ave,M1K 1A1,Scarborough,43.7298,-79.2639,2
2178,2680000,4,3,6 Leafield Dr,M2J 4A7,North York ,43.7801,-79.3479,2
2180,4998000,5,6,7 Tobruk Cres,M2N 2B3,Willowdale,43.7673,-79.4111,0
2181,2599900,8,4,586 Huron St,M5R 2R6,Toronto,43.6736,-79.4035,1
2182,3200000,4,5,185 Eglinton Ave,M9R 3V7,Etobicoke,43.6898,-79.5582,2
2183,915000,2,2,36 Park Lawn Rd 1010,M8V 4C5,Toronto,43.6075,-79.5013,0
2184,1895000,3,3,1900 The Collegeway 206,L5L 3R4,Mississauga,43.5373,-79.6903,3
2185,549000,1,1,59 Annie Craig Dr 1808,M8V 1A2,Toronto,43.6075,-79.5013,0
2186,729900,1,2,70 Annie Craig Dr 2803,M8V 1A2,Toronto,43.6075,-79.5013,0
2187,789900,3,2,290 Woodside Dr 17,L6L 1X6,Oakville,43.4032,-79.7186,3
2188,599900,2,1,812 Lansdowne Ave 902,M6H 3Z6,Toronto,43.6655,-79.4378,1
2189,618000,2,2,54 Koda St 212,L4N 8G1,Barrie,44.3572,-79.6929,1
2190,525900,2,2,40 William Roe Blvd 403,L3Y 1E8,Newmarket,44.0565,-79.4555,1
2193,1295000,2,2,5444 Yonge St 407,M2N 5R6,Willowdale,43.7673,-79.4111,2
2195,3998500,4,5,25 Lascelles Blvd,M5P 1A2,Toronto,43.6966,-79.412,2
2196,1698880,3,3,30 Ordnance St 1511,M6K 3P8,Toronto,43.6383,-79.4301,2
2197,668000,1,1,300 Bloor St 1112,L5A 3R8,Mississauga,43.5883,-79.6091,2
2198,1395000,2,2,265 Poplar Plains Rd 202,M4V 2J1,Toronto,43.6861,-79.4025,1
2199,620000,2,1,14 York St 4609,M5J 0E1,Toronto,43.623,-79.3936,2
2200,766800,2,2,400 Adelaide St 2102,P7A 1A2,Thunder Bay ,48.4601,-89.2035,1
2201,1899000,5,2,782 Lakeshore Rd,N7V 3Z3,Sarnia,42.9998,-82.3926,1
2202,2399900,3,3,6959 Woodlawn Rd,P3E 1X3,Greater Sudbury ,46.2676,-80.9063,1
2203,709000,3,3,9 Grammercy Park,K2C 4E5,Ottawa,45.3679,-75.7381,2
2204,1888888,9,4,220 Gracefield Ave,M6L 1L7,North York ,43.7137,-79.4869,2
2205,3199000,6,6,42 Greenbrook Dr,M6M 2K9,York,43.6934,-79.4857,1
2206,3198000,4,4,108 Wimbleton Rd,M9A 3L8,Etobicoke,43.6662,-79.5282,2
2207,2699000,7,7,6426 Donway Dr,L5V 1B9,Mississauga,43.5972,-79.6931,2
2208,1899000,3,2,1221 Royal York Rd,M9A 3V3,Etobicoke,43.6662,-79.5282,3
2209,2790000,7,5,31 Barrie Terr,L4M 1L3,Barrie,44.4001,-79.6663,1
2211,1780000,4,2,277 Kerrybrook Dr,L4C 4Z3,Richmond Hill ,43.8669,-79.4414,2
2213,1938000,6,5,65 Empire Dr,L4M 7J3,Barrie,44.4001,-79.6663,3
2215,2599000,5,5,235 Carrville Rd,L4C 5A6,Richmond Hill ,43.8669,-79.4414,2
2216,1199000,4,3,78 Ashbury Blvd,L1Z 0E7,Ajax,43.8773,-79.0055,1
2217,3288000,5,5,218 Owen Blvd,M2L 1L3,North York ,43.7547,-79.3764,3
2218,359900,3,2,1580 Ernest Ave 303,N6E 2S3,London,42.9185,-81.2244,2
2219,499000,1,1,349 Rathburn Rd 2001,M9B 2R5,Etobicoke,43.6505,-79.5517,3
2220,819000,3,2,4699 Glen Erin Dr 1110,L5M 4G8,Mississauga,43.5637,-79.7202,3
2221,539000,2,2,101 Subway Cres 512,M9B 1B3,Etobicoke,43.6505,-79.5517,1
2224,449000,2,1,330 Mccowan Rd 1709,M1J 3P4,Scarborough,43.7464,-79.2323,3
2225,629900,1,1,35 Bales Ave 2202,M2N 7L6,Willowdale,43.7673,-79.4111,1
2226,1150000,3,2,18 Beverley St 602,M5T 1X5,Toronto,43.6541,-79.3978,3
2227,1688000,3,3,51 York Mills Rd 314,M2P 2E3,North York ,43.75,-79.3978,1
2228,600000,4,2,305 Olmstead St,K1L 7K3,Ottawa,45.44,-75.663,1
2229,1590000,4,2,58 Swanhurst Blvd,L5N 1G6,Mississauga,43.5924,-79.7611,0
2230,799000,3,2,966 St Clarens Ave,M6E 1C3,York,43.6889,-79.4507,2
2232,799900,4,2,40 Athenia Crt,M1E 5B3,Scarborough,43.7678,-79.1866,0
2233,2998000,3,4,283 Snowdon Ave,M4N 1X2,Toronto,43.7301,-79.3935,2
2235,749900,4,2,150 London St,M6G 2M3,Toronto,43.6683,-79.4205,2
2236,5900000,6,5,14269 Third Line,L6L 4G2,Oakville,43.4032,-79.7186,2
2237,774900,3,3,57 Lyfytt Cres,L4M 5A0,Barrie,44.4001,-79.6663,1
2240,1899000,5,4,34 Pannahill Rd,M3J 0G9,North York ,43.7694,-79.4921,1
2241,9298000,6,9,11 Purling Pl,M3B 1W6,Don Mills ,43.745,-79.359,2
2242,2500000,4,5,23 Dallas Rd,M2R 2N1,Willowdale,43.7786,-79.445,0
2243,1999999,5,3,1032 Davenport Rd,M6G 3Z6,Toronto,43.6683,-79.4205,1
2244,1888888,6,4,625 Davenport Rd,N2V 2C2,Waterloo,43.4764,-80.5842,3
2245,899900,3,3,2313 Mountain Grove Ave,L7P 2J3,Burlington,43.3806,-79.886,2
2246,729900,2,2,251 Manitoba St 319,M8Y 4H5,Etobicoke,43.6325,-79.4939,3
2247,599000,3,2,10 Stonehill Crt 307,M1W 2R5,Scarborough,43.8016,-79.3216,1
2248,625000,2,1,68 Abell St 215,M6J 0A9,Toronto,43.648,-79.4177,1
2250,249900,3,1,230 Lake Dalrymple Rd 17,L0K 1W0,Lake Simcoe ,44.6233,-79.1235,2
2251,3750000,5,4,1372 Kenmuir Ave,L5G 2G6,Mississauga,43.5647,-79.5852,2
2252,2599999,3,5,588 Rapids Lane,L5G 1H9,Mississauga,43.5647,-79.5852,0
2253,1350000,8,5,184 Rosemount Ave,M3L 1A1,Downsview,43.7334,-79.5116,0
2254,999000,5,3,36 Swennen Dr,L6V 4N4,Brampton,43.7059,-79.7626,2
2256,2805990,5,6,6 Menotti Dr,L4E 4W2,Richmond Hill ,43.9394,-79.4349,3
2257,2429990,4,4,12 Menotti Dr,L4E 4W2,Richmond Hill ,43.9394,-79.4349,0
2259,1299999,3,2,59 Regency Sq,M1E 1L8,Scarborough,43.7678,-79.1866,3
2260,1738000,3,1,73 Hocken Ave,M5R 3J3,Toronto,43.6736,-79.4035,3
2261,1230000,2,1,604 Oakwood Ave,M6E 2A2,York,43.6889,-79.4507,2
2262,5900000,5,4,11 Lamport Ave,M4W 1R1,Toronto,43.6827,-79.373,2
2263,3295000,4,4,26 Nanton Ave,M4W 1K2,Toronto,43.6827,-79.373,0
2264,1899000,4,3,338 Willowdale Ave,M2N 3R7,Willowdale,43.7673,-79.4111,1
2265,559990,2,2,32 Duke St 3013,N3T 3V5,Brant,43.131,-80.3254,2
2266,559900,1,1,2450 Old Bronte Rd 517,L6M 4J2,Oakville,43.4464,-79.7593,0
2267,799888,4,3,3043 Finch Ave 2029,M2N 5S2,Willowdale,43.7673,-79.4111,3
2268,599900,2,2,1333 Bloor St 812,L4Y 3H7,Mississauga,43.6028,-79.5929,2
2272,987999,2,2,36 Forest Manor Rd 1003,M2J 1M4,North York ,43.7801,-79.3479,3
2275,680000,2,1,5 Soudan Ave 2109,M4S 2B2,Toronto,43.702,-79.3853,1
2276,2600000,3,3,88 Blue Jays Way 4105,M5V 3H2,Toronto,43.6404,-79.3995,1
2277,761500,2,1,10 Navy Wharf Crt 2010,M5V 3Y7,Toronto,43.6404,-79.3995,2
2278,599900,1,1,458 Richmond St 403,L2V 4N1,St. Catharines ,43.1142,-79.2035,1
2280,669000,3,1,251 Jarvis St 2708,M5B 2L1,Toronto,43.6572,-79.3783,2
2281,745000,2,2,38 Forest Manor Rd 2405,M2J 1M4,North York ,43.7801,-79.3479,2
2282,1999000,3,2,670 Richmond St 201,N6A 3H1,London,42.9976,-81.2563,2
2283,1150000,2,2,208 Niagara St 122,M6J 2L5,Toronto,43.648,-79.4177,0
2284,849000,2,1,80 John St 1411,K1M 2B2,Ottawa,45.4491,-75.6818,0
2285,849900,2,1,859 Eglinton Ave 601,M9R 3V7,Etobicoke,43.6898,-79.5582,1
2288,968000,4,3,9 Chad Pl,N1H 7C7,Guelph,43.5588,-80.3004,2
2289,499900,3,2,60 Fifth Ave,N5R 1R1,St. Thomas ,42.7597,-81.1762,1
2290,1849900,4,2,1372 Rebecca St,L6L 1Y9,Oakville,43.4032,-79.7186,3
2291,1599000,4,3,471 Plains Rd,M4C 2Z1,East York ,43.6913,-79.3116,1
2292,3650000,5,5,101 Government Rd,M8X 2M6,Etobicoke,43.6518,-79.5076,1
2295,2888000,4,4,8 Carm Shier Crt,L3X 2K3,Newmarket,44.0433,-79.4912,2
2298,2399000,5,4,78 Amelia St,M4X 1P7,Toronto,43.6684,-79.3689,2
2299,4289000,5,4,40 Rykert Cres,M4G 2L8,East York ,43.7124,-79.3644,2
2300,1695000,7,4,256 Major St,M5S 1X4,Toronto,43.6629,-79.3987,2
2301,2580000,5,5,348 Greenfield Ave,M2N 3B1,Willowdale,43.7673,-79.4111,3
2302,5198000,5,7,12 Pembury Ave,M4N 3M6,Toronto,43.7301,-79.3935,1
2303,6495000,5,6,68 Dawlish Ave,M4N 2K7,Toronto,43.7301,-79.3935,0
2304,1900000,5,2,52 Mallow Rd,M3B 3K8,Don Mills ,43.745,-79.359,3
2305,2980000,3,3,28 Hillhurst Blvd,M5N 1M2,Toronto,43.7113,-79.4195,1
2306,625000,3,2,160 King St 804,P3C 2V8,Greater Sudbury ,46.5133,-81.0225,2
2307,532000,1,2,150 Main St 1107,L3R 2G9,Markham,43.8479,-79.3288,0
2308,619900,3,2,4640 Kimbermount Ave 607,L5M 6J3,Mississauga,43.5637,-79.7202,1
2309,679000,3,2,8501 Bayview Ave 107,L4B 4V9,Richmond Hill ,43.8582,-79.3985,3
2311,749000,2,2,1750 Bayview Ave 308,M4P 1P8,Toronto,43.7135,-79.3887,2
2312,989000,2,2,330 Richmond St 1803,N7M 1N9,Chatham,42.4238,-82.1183,1
2313,689000,1,1,35 Bastion St 1620,M5V 1A4,Toronto,43.6404,-79.3995,3
2315,721000,1,1,65 Harbour Sq 3307,M5J 2R0,Toronto,43.623,-79.3936,3
2316,799900,2,2,33 Helendale Ave 2711,M4P 2G5,Toronto,43.7135,-79.3887,0
2318,1250000,3,2,12 Yonge St 2802,M5E 1Z9,Toronto,43.6456,-79.3754,1
2319,1158800,2,2,52 Holmes Ave 8,L8S 2G7,Hamilton,43.2606,-79.9161,1
2320,1398000,2,2,449 Walmer Rd 603,M5P 2X9,Toronto,43.6966,-79.412,2
2321,899000,3,2,125 Western Battery Rd 810,M6K 3R9,Toronto,43.6383,-79.4301,2
2322,1495000,3,2,616 Avenue Rd 703,M4V 2K5,Toronto,43.6861,-79.4025,2
2323,859000,2,2,170 Fort York Blvd 2309,M5V 0E7,Toronto,43.6404,-79.3995,1
2324,729900,1,1,85 East Liberty St 516,M6K 3P8,Toronto,43.6383,-79.4301,3
2325,1100000,2,1,1778 Gordon Fitzgerald Lane,K0L 1J0,Peterborough County,44.7767,-77.9687,2
2326,3999999,5,4,117 Balsam Ave,M4E 1L6,Toronto,43.6784,-79.2941,1
2327,1710000,5,3,37 Ravenview Dr,M1E 3Y3,Scarborough,43.7678,-79.1866,2
2328,2899000,10,5,52 Allister Ave,M1M 0E1,Scarborough,43.7247,-79.2312,1
2329,660000,2,2,50 Lakeside Terr 109,L4M 0J2,Barrie,44.4001,-79.6663,1
2332,899900,3,3,12 Shiraz Dr,L6R 0C1,Brampton,43.7592,-79.7605,2
2333,2599900,4,5,35 Kingswood Rd,M4E 1H8,Toronto,43.6784,-79.2941,3
2334,2588000,4,4,3281 Post Rd,M2L 1E4,North York ,43.7547,-79.3764,1
2336,570000,2,1,114 Victoria St 405,K0L 1Y0,Peterborough County,44.7767,-77.9687,1
2337,650000,2,2,2995 Keele St 415,L9W 7P9,Orangeville,43.9702,-80.016,1
2338,589000,3,2,1 Rowntree Rd 115,M9V 5C7,Etobicoke,43.7432,-79.5876,1
2339,1508990,2,2,6 Jackes Ave 310,M4T 1X3,Toronto,43.6899,-79.3853,2
2340,1488990,2,2,6 Jackes Ave 511,M4T 1X3,Toronto,43.6899,-79.3853,1
2341,1198000,5,2,35 Shoreline Dr,L2N 2T1,St. Catharines ,43.1923,-79.2559,2
2342,850000,4,2,140 Elliott St,N1R 2J2,Cambridge,43.3666,-80.2239,2
2343,599900,4,2,970 Princess Ave,N7V 4C5,Sarnia,42.9998,-82.3926,0
2345,899000,6,6,78 Geneva St,L2R 2P3,St. Catharines ,43.1419,-79.2966,1
2347,1299000,6,3,382 West 5th St,L9C 3R9,Hamilton,43.2313,-79.9049,1
2348,2000000,7,6,21000 Admiral Dr,P3E 1X3,Greater Sudbury ,46.2676,-80.9063,1
2349,649000,3,4,60 Royal Field Cres,K2J 4E6,Nepean,45.2691,-75.7518,0
2351,2600000,9,4,8 Thistle Down Blvd,M9V 1A4,Etobicoke,43.7432,-79.5876,0
2352,1750000,4,3,3298 Flagstone Dr,L5M 7T6,Mississauga,43.5637,-79.7202,0
2354,879999,3,3,243 Mary Anne Dr,L4N 3Z2,Barrie,44.3572,-79.6929,3
2355,1399000,4,4,233 Vermont Ave,M6G 1Z4,Toronto,43.6683,-79.4205,2
2356,1688000,5,4,91 Rosebury Lane,L4L 1L2,Woodbridge,43.8064,-79.5995,2
2357,2999800,3,3,233 Main St,K7K 5K8,Kingston,44.2569,-76.4717,2
2358,2380000,5,7,108 Glenarden Cres,K8P 5G7,Belleville,44.1665,-77.4037,2
2360,4555000,5,4,8560 Pine Valley Dr,L4L 1X3,Woodbridge,43.8064,-79.5995,0
2361,799000,4,3,1010 Woodbine Ave,M4C 1J9,East York ,43.6913,-79.3116,1
2362,1250000,4,4,15 Tillinghast Lane,M1J 3G4,Scarborough,43.7464,-79.2323,3
2363,1199950,4,3,380 Highfield Rd,M4J 1G3,Toronto,43.6872,-79.3368,2
2364,1448888,4,4,2235 Pindar Cres,L1G 7Y6,Oshawa,43.9233,-78.8684,0
2365,998900,5,2,19 Treverton Dr,M1K 2P8,Scarborough,43.7298,-79.2639,2
2367,1688000,3,5,264 Milan St,M5A 2A6,Toronto,43.6555,-79.3626,2
2368,9495000,5,6,39 The Bridle Path,M2L 0A3,North York ,43.7547,-79.3764,2
2369,2288800,10,4,130 Baldwin St,M5T 2G4,Toronto,43.6541,-79.3978,2
2371,525000,1,1,9 Mabelle Ave 917,M9A 4Y1,Etobicoke,43.6662,-79.5282,2
2375,435000,3,1,5580 Sheppard Ave 220,M2N 0G2,Willowdale,43.7673,-79.4111,3
2376,489900,2,1,120 Dundalk Dr 511,M1P 4N4,Scarborough,43.7612,-79.2707,1
2377,1150000,2,2,120 Rosedale Valley Rd 603,M4W 2H2,Toronto,43.6827,-79.373,0
2378,1175000,3,2,7 King St 2205,L3Y 4V9,Newmarket,44.0565,-79.4555,3
2380,690000,2,1,161 Roehampton Ave 717,M4P 2C9,Toronto,43.7135,-79.3887,2
2381,1150000,3,3,3 Concorde Pl 2105,M3C 1J3,Don Mills ,43.7334,-79.3329,2
2382,1100000,2,2,138 Princess St 401,L8L 2Z3,Hamilton,43.2783,-79.8344,3
2384,1599900,5,2,351591 17th Line,L9W 2Y9,Orangeville,43.9702,-80.016,0
2385,899900,4,4,7 Cleveland Pl,L8J 0B6,Hamilton,43.1836,-79.721,2
2386,2999000,4,4,5487 Third Line,L6L 4G2,Oakville,43.4032,-79.7186,2
2387,2300000,8,3,163 Evelyn Ave,M6P,Toronto,43.6605,-79.4633,2
2388,1288000,4,2,50 Cobbler Cres,M3N 2N6,North York ,43.7568,-79.521,1
2389,2999000,5,4,7068 Second Line,K9J 6X8,Peterborough,44.3104,-78.2396,3
2390,999900,5,4,35 Cartwright Dr,L4M 2Z7,Barrie,44.4001,-79.6663,1
2391,950000,3,4,29 Peel St,L4M 3M9,Barrie,44.4001,-79.6663,1
2392,2200000,4,3,159 John St,M5T 1X4,Toronto,43.6541,-79.3978,3
2393,3099900,4,3,31 Park Cres,L4E 5B9,Richmond Hill ,43.9394,-79.4349,3
2394,1948800,3,3,67 Prospect St,L3Y 3T3,Newmarket,44.0565,-79.4555,2
2395,2877777,4,5,23 Hawthorne Lane,N3R 5E3,Brant,43.1692,-80.2684,0
2396,1798000,4,4,165 Lennox Ave,L4C 8T3,Richmond Hill ,43.8669,-79.4414,3
2397,1079000,3,3,201 Enchanted Hills Cres,M1V 4P1,Scarborough,43.8177,-79.2819,0
2399,1998000,1,4,477 Davisville Ave,M4S 1N2,Toronto,43.702,-79.3853,2
2400,8998800,6,7,208 Dunvegan Rd,M5P 1B1,Toronto,43.6966,-79.412,2
2401,3995000,7,7,20 Kilbarry Rd,M5P 1A2,Toronto,43.6966,-79.412,1
2402,1860000,5,2,173 Yorkview Dr,M2R 1K1,Willowdale,43.7786,-79.445,2
2403,4388000,4,4,46 Shaftesbury Ave,N6C 2Y5,London,42.9582,-81.238,0
